IWM-2606|2003-12-13|South Georgia and the South Sandwich Islands|McVeigh
SWK-950|1971-10-04|Costa Rica|Willow Glen
ZPS-1633|1972-04-11|Togo|San Pedro
WNH-719|1971-06-07|American Samoa|Tofty
8PCM619|1998-08-06|Western Sahara|Beaver Bay
JZN-106|1973-12-09|Korea|Greenwood Village
BUR-840|2010-11-01|Czech Republic|Coletown
BAE-799|1990-11-23|Italy|Cavalier
KNO-2184|1978-03-09|Puerto Rico|McMurray
TRO-189|1993-04-03|Serbia|Lake Annette
9VFY727|1991-08-23|Bermuda|Selmer
4CBZ363|1982-12-03|Cambodia|Palmetto
MVI-990|1970-02-04|Uzbekistan|Goulds
PVX-2247|1987-07-12|Cote d'Ivoire|Paragonah
6AOR641|2000-04-02|Oman|Renfrow
WZM-823|2006-01-28|Bermuda|Garden City
LHV-048|1988-11-11|Malaysia|Hodge
THH-6057|2010-06-13|French Polynesia|McGill
ZYS-9645|1970-10-11|Barbados|Wakenda
BOO-6003|2009-06-17|Malawi|Braintree
UKB-581|1992-03-29|Korea|Kirkland
GDH-498|1992-07-01|Egypt|Shaftsbury
BHM-1770|1995-08-30|Oman|South Russell
9LGT487|1990-09-14|Montserrat|Riddleville
WKI-999|1991-09-15|Seychelles|Cankton
MPT-709|1981-02-15|Israel|South Cleveland
YPU-536|2003-12-30|Turks and Caicos Islands|Pioneer Village
MTI-134|2015-06-23|Guatemala|Vidette
RKK-4365|1980-10-16|French Guiana|Wexford
DKZ-132|2003-07-30|Iran|Wade Hampton
JQL-1097|1985-08-29|Haiti|Pacific Beach
8QMQ913|2003-02-23|Austria|Lovilia
9UGL358|1985-09-23|Qatar|Little Cottonwood Creek Valley
CTC-965|2004-12-31|Argentina|Nordheim
MKU-1106|1980-06-27|Tajikistan|Indian River Estates
LQW-266|1998-04-26|Gambia|Tull
ZEA-614|2001-04-13|United States Virgin Islands|Luce
HZZ-0993|1980-01-07|Portugal|Lake San Marcos
SIO-721|1988-06-04|Somalia|Bakersfield
PXC-8705|2010-03-05|Turkmenistan|Betances
1NOM985|2013-06-13|Christmas Island|Gold Beach
8HQQ215|2014-08-10|Belize|Kaneohe
6NFF988|1994-08-19|Heard Island and McDonald Islands|Dalton City
4EBW266|1992-03-20|South Africa|Milledgeville
GMY-0682|1977-07-11|Yemen|Maple Plain
GMT-380|2000-10-26|Liechtenstein|Bazine
SJV-9979|2003-06-02|Norfolk Island|South Otselic
2LLL928|1971-02-26|Palau|Toco
2XAK526|2005-10-14|Namibia|Arion
1MPS463|1989-08-22|Macedonia|Mooresboro
7OWG282|2013-07-15|Congo|Tallassee
DGM-574|2016-03-29|Cuba|Port Carbon
LXK-543|1970-03-17|Argentina|Satin
3JAB781|1976-04-28|Bahamas|Dexterville
OES-6654|1991-10-18|Azerbaijan|Rio Hondo
GZK-0339|2006-01-24|United Kingdom|West Norriton
2PPB488|1995-02-14|Vietnam|Rainelle
5ZLT443|2009-09-15|Cuba|Woden
VRT-895|1996-11-06|Montserrat|Atmore
7NSS237|1993-06-03|Canada|Tununak
FFH-276|1998-05-05|Peru|Lacy-Lakeview
1HCJ438|1990-10-16|Netherlands|Loring
3ADI497|1979-04-20|Ecuador|Austin
5FHQ871|1991-05-08|Honduras|Trail City
NKH-2806|1971-12-27|Senegal|Perkinston
DVC-0198|1999-03-28|Barbados|Capitan
RKR-936|1981-10-22|Canada|Emeryville
9UJQ916|1996-11-27|Pakistan|Knights Landing
JLX-081|1988-08-06|Greece|Ambridge
4YVJ346|1977-02-02|Belgium|Cortland
SDT-823|1972-03-10|Fiji|Kalskag
DET-3012|1992-09-27|Tuvalu|San Ignacio
JHF-5979|1978-08-11|France|Wheatfield
KEE-7040|1991-12-22|Egypt|Washta
XDA-4985|1995-09-26|Gabon|Exeter
HFL-177|1988-10-26|Brunei Darussalam|Baywood
KFP-918|1992-05-11|Angola|Midwest City
9DKF486|1970-06-30|Morocco|Escanaba
YPS-9739|1996-09-06|Holy See (Vatican City State)|Highland Hills
BJL-3761|1974-05-15|Angola|Newfield
YXP-0468|1993-09-19|British Virgin Islands|Northwoods Beach
2RFX643|1984-01-16|Saint Pierre and Miquelon|Howesville
6FJO567|2005-07-22|Liechtenstein|Selmer
9DVN224|1999-09-10|Sudan|Warrenton
9YDV619|1970-10-19|Dominica|Klamath River
MUQ-5993|1983-03-15|Azerbaijan|Spring Church
BXW-453|2017-07-16|Cameroon|Gadsden
5MPF892|1971-10-11|Nepal|Umapine
7GAS583|1993-05-30|Equatorial Guinea|Oliver Springs
NQX-617|1974-07-21|Palestinian Territory|Ruffin
GDU-2839|2012-12-31|Swaziland|Savoonga
MZL-445|2018-04-17|Anguilla|Conyngham
5VDB841|1982-12-03|Palau|Provencal
HMC-9425|1999-04-25|Macedonia|Barkeyville
YOF-8651|1987-08-28|Macao|Sicklerville
AJQ-8522|2003-12-29|Somalia|Dairyland
FUM-824|1977-03-07|Togo|Hallock
TST-3535|2005-07-17|Mayotte|Willmar
KZA-466|2001-02-19|Algeria|Lake Elmo
5FYN813|1986-10-11|Niue|Conroy
ORI-5929|1972-10-15|Cayman Islands|Bulverde
6JXX876|2013-05-19|Wallis and Futuna|Hood River
4KYT344|1984-05-12|Antarctica (the territory South of 60 deg S)|Beedeville
SVK-9513|1984-10-22|Turks and Caicos Islands|Etowah
LOO-023|1992-12-08|Saint Martin|Windfall City
EPW-7618|2000-07-21|Lesotho|Fort Duchesne
MHD-2100|1993-01-24|Lithuania|Croton
6QUP586|1992-07-17|Cuba|Dry Fork
8LYX795|2003-11-02|Liberia|Four Oaks
5QQD986|2000-04-16|Albania|Sulphur Bluff
XOI-868|2011-12-01|Zambia|Jenkinsburg
YHW-124|2013-10-22|Vietnam|Richton
WOT-754|1985-02-19|Ghana|Vermilion
BNH-0482|1991-08-12|Heard Island and McDonald Islands|Lodi
XLA-7654|2012-05-21|Denmark|Stampley
9MGZ998|2018-04-25|Vietnam|Seahurst
QAK-065|2016-09-15|Montenegro|Anamosa
AFH-5625|1972-07-24|Slovenia|Lilly
BPU-7820|2016-04-01|Tajikistan|Broad Fields
IEJ-9088|1981-02-23|Guernsey|Wheelersburg
LYD-564|2017-06-29|Saint Martin|Mountain View
NGH-414|1997-04-16|Brunei Darussalam|Brogan
DHG-964|1986-01-07|Dominica|Lamy
CRN-2543|1984-08-26|China|Ouachita
TEQ-8405|2009-03-09|Fiji|Hanna City
1YAL157|1988-04-15|India|Salem
EZD-4830|2011-05-04|Mayotte|Fleetwood
ESZ-041|2013-05-31|Kenya|Island Lake
DML-2592|2000-06-10|Colombia|Kinde
AKD-3070|1970-03-11|Anguilla|Westbend
DTB-380|1972-12-29|Russian Federation|Blackburn
2AQQ343|1994-08-11|Kazakhstan|Floral City
YTA-1523|1972-05-03|Benin|Perdido
8WBL152|1997-10-27|Saint Kitts and Nevis|Lares
5PSL787|2015-09-24|Georgia|Fern Park
BKU-784|1973-03-20|Sao Tome and Principe|Cougar
5XPX798|2006-12-17|Costa Rica|South Paris
CLP-453|1984-02-11|Rwanda|Milnor
YVJ-6935|1975-01-08|Guam|Zurich
ZGH-840|2013-02-05|Sweden|West Easton
BPB-920|1974-05-09|Gabon|Roslyn Estates
CQM-176|2017-05-17|Saint Pierre and Miquelon|Chopin
EBJ-831|1998-07-09|Aruba|Lysite
JEP-2812|1994-10-09|India|Stoneville
XIS-469|1974-09-23|Seychelles|Eastlawn Gardens
1AVZ644|1975-07-01|Morocco|Laytonville
JJC-305|2003-12-15|United States Minor Outlying Islands|Austintown
KND-2109|1996-01-04|Saint Vincent and the Grenadines|Victory Gardens
LQJ-534|1991-04-30|Iraq|Niagara
YMI-5607|2014-08-18|Venezuela|Capon Bridge
9XDR117|1987-03-05|Jordan|Unionville Center
LIB-628|2006-03-26|Monaco|Wagner
WTZ-0591|2010-12-06|Cambodia|South Punta Gorda Heights
ICR-0116|2015-03-25|Mauritania|Flagstaff
YPF-344|2000-04-26|Heard Island and McDonald Islands|Gary City
5GMU125|1997-05-30|Morocco|Naples Park
AOH-009|1977-11-12|United States of America|Thatcher
FNX-923|2003-09-08|Guatemala|Hotchkiss
BNF-601|2006-09-30|Saint Barthelemy|Satellite Beach
QMG-112|2005-07-04|Cape Verde|Maple Rapids
7OBD693|2008-02-05|Mauritania|Columbiaville
VDZ-653|1977-03-29|Niue|Gates
7RFX861|2018-03-09|Costa Rica|Stafford Springs
4YPU913|1998-03-27|United Kingdom|Wapanucka
OHW-7027|1998-08-20|Latvia|Columbus Junction
PHI-2077|1995-06-09|Syrian Arab Republic|West Wendover
3GRC239|1987-08-28|Andorra|Lansdale
JWX-3398|1976-02-09|Turkmenistan|Boyle
KHQ-408|1994-03-02|Finland|Nambe
2BZD624|2005-03-18|Cote d'Ivoire|Miller City
CWT-639|2007-04-30|Poland|Esbon
MKC-9163|1975-12-24|Oman|York
3QYC138|2003-11-22|Thailand|Millersville
IPH-451|1982-09-08|Chile|Sagerton
CPF-0168|1987-01-29|Nigeria|Jonesville
6DRX913|2011-08-02|Micronesia|Fountain Inn
5DRR687|2002-09-22|Switzerland|East La Mirada
8UWP139|2017-11-10|Gambia|Trainer
4TDW579|2011-06-22|Jamaica|Hopatcong
8YGS421|2000-12-29|Dominica|Tuckers Crossing
CPV-748|1996-03-17|Heard Island and McDonald Islands|Churubusco
HLF-732|1974-04-11|Liechtenstein|North Bay Shore
XIH-401|1972-02-07|Russian Federation|Okemos
DII-0637|1996-11-13|Micronesia|Pardee
TPI-392|2007-10-02|Pitcairn Islands|High Ridge
ZYZ-788|2007-12-21|Tajikistan|Emblem
8EOC772|1977-01-05|Israel|Hana
5EZU763|1999-07-07|Singapore|Rolling Fork
QDF-8826|1989-12-05|Guyana|Luella
ONU-202|1992-09-15|Angola|Steward
IRU-335|1983-10-12|Dominican Republic|Gilsum
GEP-840|1991-09-18|Zambia|Alderson
WRP-9819|2001-10-24|Costa Rica|Myrick
RKB-441|1999-04-07|Lao People's Democratic Republic|Lavonia
WCK-6934|1997-01-31|Turkey|Kahua
5QMF942|1974-10-17|Zimbabwe|Mulberry
COJ-8175|1971-08-10|Eritrea|Swords
FHM-8825|1987-04-29|Japan|East Riverdale
2CUR613|2011-03-30|Norfolk Island|Riverdale
9SER684|2001-08-25|Sri Lanka|Springs
5CUP659|1975-11-02|Samoa|Medicine Lodge
8WXD464|1987-10-23|Netherlands|Capitol
HML-2509|2005-06-19|Guinea|Bellmead
4HEQ779|2003-08-30|Turkey|Wicksville
NTY-948|2010-04-10|Trinidad and Tobago|Cuyahoga Heights
4VGZ936|2014-03-12|Malaysia|Bellerive
YDN-0756|1978-11-17|Hong Kong|Riverton
CKS-6851|1989-10-20|Montenegro|Tofty
OZH-5598|2012-08-10|Northern Mariana Islands|Monse
OEO-4323|1993-10-07|Samoa|Philadelphia
4DZW448|2008-06-24|Burundi|Captiva
DNG-834|2004-11-17|Panama|Hopland
ZUD-7723|2004-06-03|Jamaica|Platteville
9RUR996|1999-04-26|Mozambique|Wren
KTD-193|1970-10-13|Slovenia|Silverstreet
CVZ-0407|1978-04-14|Ireland|Carpenter
LMV-9127|1990-08-31|Eritrea|Ranchito
XSU-796|1972-01-28|Sierra Leone|Tannersville
XTJ-2358|1983-05-11|Cape Verde|Seat Pleasant
JLH-702|2017-04-16|French Southern Territories|Hampton Bays
1TAF355|2013-01-23|Australia|Pillow
WDH-708|1989-02-02|Lao People's Democratic Republic|Wick
ZVH-212|2016-12-24|Cameroon|West Yellowstone
TRQ-7951|1975-10-16|Switzerland|Prattsville
9ZCC354|1986-11-02|Zambia|Joice
ITU-033|2001-05-04|Madagascar|Oriskany
EHD-092|2018-07-14|Algeria|Savoy
TLI-8058|1982-10-30|Syrian Arab Republic|Carney
9ARE612|1982-01-02|Micronesia|Happy Jack
EBF-927|1988-01-08|Japan|Saint Jo
SCP-107|2017-04-17|Israel|Ahtanum
SVL-561|1971-02-16|Tonga|Powhatan
YRK-075|1981-07-31|Gambia|Belton
MIZ-720|2014-05-04|Swaziland|Arnot
3ZKH527|1987-06-06|Nepal|Sailor Springs
2JDO973|2010-04-09|Samoa|Pottstown
QXQ-1483|1991-02-20|Mexico|Calista
KEB-032|1975-03-15|Chad|Dailey
RFA-883|1972-10-09|Cocos (Keeling) Islands|Dolores
COW-053|1975-05-22|Faroe Islands|Fair Oaks
FWG-1849|2016-04-19|Saint Lucia|Parcelas La Milagrosa
REX-637|2007-06-07|Czech Republic|Bloomingburg
7BFL426|1987-11-11|Faroe Islands|Lemoyne
8ZXE536|1983-05-02|Anguilla|Hernando
5EMJ445|2003-09-27|French Polynesia|Hedville
MUE-2235|1978-12-01|Bermuda|Spring Hills
QVV-4623|1974-12-30|Chile|Amity
VNH-1999|1976-11-11|Bermuda|Chevy Chase Section Five
3XZU266|1975-12-04|Samoa|McCordsville
3ZBE267|1978-03-18|Nepal|Rushsylvania
5MVZ778|1996-07-14|Palestinian Territory|Boquet
HVY-208|2007-12-25|Lesotho|Maybee
RRV-6706|1994-07-16|Norfolk Island|Shell Lake
9SPO833|1999-06-06|Bolivia|Spring Lake
WRP-0245|2006-03-20|Korea|Dieterich
DXT-6798|2000-06-05|Moldova|Okarche
DDK-7910|1983-08-19|Mauritania|Redden
ESY-2765|1987-10-27|Kiribati|Hospers
ATX-714|2017-04-10|Finland|Brookford
6LXD563|1990-09-09|Finland|Kevil
GEY-3924|1986-04-04|Martinique|Dishman
DNF-6694|1996-03-11|Estonia|Endee
IEX-2521|1990-07-31|Isle of Man|Monroe
UKT-592|1973-02-17|Bahamas|Hermitage
2PDH357|1973-02-17|Bulgaria|Nucla
4HNI114|2007-12-01|Moldova|Pettry
3SOC719|2016-02-26|Netherlands|Maple Bay
6QEF687|2000-01-28|Vietnam|Franktown
EUR-5963|1997-04-30|Kuwait|Mount Clemens
MBC-8508|2000-09-03|Jordan|East Orange
VEI-360|2004-01-07|Anguilla|University Gardens
LAM-156|1987-08-15|Indonesia|Santa Ana
ALV-294|2012-12-02|Pitcairn Islands|Quakertown
8VXR396|2008-01-21|Guadeloupe|Hilt
1RQO712|1985-02-17|Croatia|Sacaton
5CDP186|1978-08-24|Afghanistan|South Santa Rosa
8CFM399|2009-05-28|Libyan Arab Jamahiriya|Edgeworth
KFF-6917|1992-08-09|Panama|Chelsea
7AUC775|2011-11-09|Philippines|Maple Rapids
9TCK159|1985-01-30|Guinea|North Middletown
4JFK554|2015-08-26|Niger|Cotton Valley
MXV-5532|1970-12-17|Qatar|Sanostee
7LSG569|1985-11-04|Bangladesh|Pennsuco
BDF-246|2017-11-16|Guernsey|Federal Hill
FWL-999|2014-09-27|Congo|Stryker
2NIL424|1981-05-28|Christmas Island|Panacea
2YFW159|1989-07-10|Kazakhstan|Vadnais Heights
MES-6759|1979-08-01|Puerto Rico|Libbyville
CGP-381|1978-07-02|Yemen|Tysons Corner
LHO-1522|2013-08-20|Guam|Porter
LSG-8392|1999-12-22|Guernsey|Sheboygan
7HCI434|1997-07-28|Guernsey|Diamond
KGB-432|1990-03-02|Turkmenistan|Bovill
5DWL494|1982-11-12|Cameroon|Camp Swift
9IIE584|1999-02-06|Algeria|Falls Creek
5JQW831|2006-06-08|Congo|Readland
MXM-5374|1988-03-25|Sierra Leone|Brave
UFS-2947|2003-06-28|Cape Verde|Sarcoxie
2CIN983|1999-08-07|Oman|North Troy
SGA-405|1998-03-25|Iraq|Pottawattomie Park
UWG-8358|2013-09-04|Angola|Garwin
SYQ-016|1978-07-09|Fiji|Pound
4QIX829|1991-02-09|Venezuela|Blackton
OIN-9980|1996-05-13|Sudan|South Cleveland
XAB-704|2006-09-23|Lesotho|Bonetraill
IDQ-2938|2002-06-25|Iran|Van Horn
5TFX781|1979-02-02|Kazakhstan|Verndale
6DDI951|1984-05-02|Bahrain|New England
WKU-814|1982-09-22|Zimbabwe|Mehlville
5SKW745|2010-04-01|Yemen|West Chazy
GIA-0914|1999-07-14|Saint Pierre and Miquelon|West Chatham
3WUA651|1998-10-10|Ghana|Lostant
SQE-4250|1979-07-13|Tanzania|Longdale
4FVR868|1977-08-01|Germany|Englewood
7WDP267|1982-02-25|Cocos (Keeling) Islands|Cooksville
5JTM791|1985-09-24|Bahrain|Joel
GZL-9782|1973-05-24|Norway|Eldena
IEB-0913|1978-08-29|Lesotho|Talbott
5BNH977|2003-12-30|Vanuatu|Prairieburg
4OZA424|1973-02-27|Kuwait|Wolverine
4GNM489|1996-04-14|Samoa|Neillsville
1LML334|1971-09-22|Guam|Sierraville
KYT-0563|2013-01-17|Papua New Guinea|Munroe Falls
1BEI927|1986-06-29|Georgia|Maumee
BMQ-8055|1997-01-31|Chad|Kelleys Island
UEQ-1834|1980-04-14|Colombia|Florala
IMZ-898|1999-01-22|Cuba|Makanda
INJ-1073|1993-06-25|Montserrat|Pawcatuck
ROZ-7835|2013-05-03|South Africa|Exeter Corners
EKN-809|1971-12-29|Montenegro|Willowick
AIA-891|2016-08-30|Switzerland|Dellslow
1HLA143|2010-02-13|Venezuela|Jewell
8UXU348|1994-10-08|Christmas Island|Bardwell
AXB-2060|1989-06-26|Haiti|Umikoa
ZSQ-2562|1993-11-10|Papua New Guinea|Chipita Park
DEL-524|1986-10-28|Ecuador|Thompson's Station
SWL-7950|1990-05-02|Mauritania|Bull Valley
GAO-9873|1983-10-02|Korea|Goodno
IDM-1960|2005-11-22|New Caledonia|Kershaw
WIJ-899|1982-04-24|Zambia|Carlisle
FZQ-538|1979-08-30|Botswana|Mechanicsville
8KQM834|1971-08-28|Puerto Rico|Wild Rose
TCZ-080|1990-06-04|Heard Island and McDonald Islands|State Line City
9KUW354|1977-10-22|Sri Lanka|Sondheimer
6BDI778|1977-05-24|Peru|Rossville
LCE-617|1983-07-30|Palau|Mount Hebron
BHI-002|1981-06-06|Swaziland|Devol
GYP-237|1997-02-20|Costa Rica|Alberton
4AVL218|2014-04-01|Central African Republic|Minneiska
1BTK379|2015-08-16|Cuba|McKinleyville
FAG-810|1998-11-23|Seychelles|Terrace Park
6SWV935|2004-09-14|Comoros|Keedysville
1DPT336|1986-01-09|Qatar|Alley
GWQ-5015|1971-10-24|Bermuda|Wenatchee
FGF-178|2012-10-16|Bulgaria|Terryville
KYK-3505|2013-04-10|Albania|Seale
6LWE926|1986-06-23|Canada|Weatherly
CQT-2879|2013-04-17|Kiribati|Slaterville Springs
1VTB353|1999-05-21|Gabon|Nathalie
FWK-427|1988-06-09|Afghanistan|Glen Haven
PXJ-603|1986-11-01|Solomon Islands|Mount Washington
4ULW115|1990-09-22|Serbia|Irene
HQI-5476|2013-06-14|Faroe Islands|Hamer
DKK-890|1978-05-28|Guadeloupe|Servia
4NFC657|1990-11-22|Uruguay|Blocker
KOI-6563|1975-06-15|Barbados|Science Hill
7GVL978|1979-06-18|Northern Mariana Islands|Silverton
PWA-4055|1984-01-10|Mayotte|Calhoun Falls
VPX-5123|1977-05-21|Dominica|Ladentown
QHK-964|2013-08-24|Hong Kong|Coleridge
ZYF-115|1990-12-13|Grenada|Keams Canyon
QYJ-808|1981-02-11|Bahrain|Teec Nos Pos
NHQ-847|2008-04-17|French Southern Territories|Guayabal
GSQ-617|2006-10-31|Tunisia|Dolgeville
8HUK615|1975-08-27|Faroe Islands|Phoenixville
SMR-0515|1975-10-23|Tunisia|Placer
DNS-212|1970-03-07|Saint Martin|Otis
8PCZ665|1996-10-19|Central African Republic|Yoman
BTI-6171|1974-11-11|Costa Rica|Port Gibson
WBW-167|2018-02-10|Cocos (Keeling) Islands|Paramount
PID-9066|2015-05-19|Niger|Saddle Brook
5LQY683|1990-06-21|Thailand|Pickett
VGA-6223|1989-08-13|Egypt|Horseheads
OGT-816|1992-01-18|Georgia|Campbellstown
2RAT589|2000-01-23|Gibraltar|Willowick
HHP-447|1982-08-03|Slovenia|Hansboro
BHR-5151|1989-10-24|Syrian Arab Republic|Mount Hebron
3PHG335|2017-08-07|Macedonia|Ramsay
VZS-4947|1970-02-13|Singapore|Potter Lake
HKD-109|2012-07-14|Yemen|Hiattville
HDS-1675|1973-02-14|Belarus|Lankin
ENN-3799|1981-01-15|Sao Tome and Principe|Strathmoor Gardens
1MRD483|1974-06-28|Aruba|West Forks
EKN-2390|1999-11-11|Cambodia|Newcomb
2EPX398|1998-10-20|Costa Rica|Running Springs
MNQ-9234|1978-07-01|Bermuda|Inola
NFR-0957|2001-01-23|Haiti|Declo
RDJ-7796|1991-07-04|French Polynesia|Jennersville
8FCG965|1986-09-02|Haiti|Davis Dam
KTN-892|1982-08-02|Kenya|Meadow Lake
1QGM774|2006-03-30|Haiti|Port Mansfield
BLT-067|2005-05-22|Niger|Prattsburg
BHV-9517|2009-01-15|Guadeloupe|Hydesville
MMQ-3130|1971-05-10|Mauritania|Lake Crystal
8JOM295|2001-07-26|Chad|Marquez
ZDV-378|1983-02-13|Barbados|Malott
QVI-7299|2018-07-20|Grenada|Farmington
