ZND-0593|1996-04-22|9955
3OYI838|1995-02-12|18791
LCS-9779|1973-12-10|33203
2WKA135|1977-04-21|27744
GLO-6486|1989-03-06|33115
5PZL126|1981-03-21|30673
RMK-827|1994-06-20|29678
MBQ-2812|1984-08-22|29934
5OVI761|1996-08-07|28365
4RYH939|2018-05-10|9921
5PKS446|1985-03-12|9512
9DGY862|1973-02-03|14970
RJY-756|2017-07-21|33630
1RBO251|2015-06-17|18425
7XKV433|2000-01-20|18091
IDF-8086|2018-04-10|24788
PFU-369|1993-07-22|34964
5MMD471|2004-10-12|26187
TKT-7447|2013-02-25|25530
WGX-076|2005-08-26|12797
3KHR136|2008-07-28|15792
LAR-3637|1980-10-23|34781
8LZR759|1988-02-16|11354
ZBP-407|2006-12-10|8330
AWD-9442|2016-09-15|15679
HRT-0124|2001-03-09|16125
HGY-208|2012-06-09|14983
TFG-4729|1984-11-04|8293
3EOA521|1975-02-16|11655
MRU-2364|2005-06-17|19004
9KPM849|1992-09-06|14885
2FMT642|2014-07-13|26031
VSF-6204|1975-07-12|20491
8CSM537|1977-09-09|8285
NYX-3405|2004-11-12|17564
IWM-2606|2003-12-13|20816
SWK-950|1971-10-04|33093
ZPS-1633|1972-04-11|33688
WNH-719|1971-06-07|28605
8PCM619|1998-08-06|20859
JZN-106|1973-12-09|10402
BUR-840|2010-11-01|27949
BAE-799|1990-11-23|8365
KNO-2184|1978-03-09|17595
TRO-189|1993-04-03|21261
9VFY727|1991-08-23|27106
4CBZ363|1982-12-03|34141
MVI-990|1970-02-04|26414
PVX-2247|1987-07-12|23973
6AOR641|2000-04-02|29007
WZM-823|2006-01-28|28435
LHV-048|1988-11-11|10192
THH-6057|2010-06-13|34959
ZYS-9645|1970-10-11|19320
BOO-6003|2009-06-17|8389
UKB-581|1992-03-29|33723
GDH-498|1992-07-01|12033
BHM-1770|1995-08-30|21065
9LGT487|1990-09-14|18951
WKI-999|1991-09-15|22589
MPT-709|1981-02-15|8700
YPU-536|2003-12-30|23222
MTI-134|2015-06-23|12337
RKK-4365|1980-10-16|26260
DKZ-132|2003-07-30|30738
JQL-1097|1985-08-29|16636
8QMQ913|2003-02-23|8766
9UGL358|1985-09-23|11770
CTC-965|2004-12-31|27404
MKU-1106|1980-06-27|16283
LQW-266|1998-04-26|8529
ZEA-614|2001-04-13|26868
HZZ-0993|1980-01-07|32753
SIO-721|1988-06-04|13397
PXC-8705|2010-03-05|10336
1NOM985|2013-06-13|29916
8HQQ215|2014-08-10|15681
6NFF988|1994-08-19|14101
4EBW266|1992-03-20|21594
GMY-0682|1977-07-11|15073
GMT-380|2000-10-26|23467
SJV-9979|2003-06-02|9053
2LLL928|1971-02-26|29646
2XAK526|2005-10-14|20340
1MPS463|1989-08-22|21615
7OWG282|2013-07-15|30443
DGM-574|2016-03-29|16867
LXK-543|1970-03-17|19643
3JAB781|1976-04-28|14556
OES-6654|1991-10-18|25523
GZK-0339|2006-01-24|11258
2PPB488|1995-02-14|22601
5ZLT443|2009-09-15|31570
VRT-895|1996-11-06|31659
7NSS237|1993-06-03|27789
FFH-276|1998-05-05|8108
1HCJ438|1990-10-16|11663
3ADI497|1979-04-20|13225
5FHQ871|1991-05-08|9111
NKH-2806|1971-12-27|23330
DVC-0198|1999-03-28|31694
RKR-936|1981-10-22|31872
9UJQ916|1996-11-27|18598
JLX-081|1988-08-06|17146
4YVJ346|1977-02-02|11035
SDT-823|1972-03-10|21344
DET-3012|1992-09-27|16989
JHF-5979|1978-08-11|15724
KEE-7040|1991-12-22|10797
XDA-4985|1995-09-26|16243
HFL-177|1988-10-26|22550
KFP-918|1992-05-11|28890
9DKF486|1970-06-30|25674
YPS-9739|1996-09-06|30322
BJL-3761|1974-05-15|12537
YXP-0468|1993-09-19|8197
2RFX643|1984-01-16|21256
6FJO567|2005-07-22|19550
9DVN224|1999-09-10|19539
9YDV619|1970-10-19|33393
MUQ-5993|1983-03-15|22369
BXW-453|2017-07-16|34615
5MPF892|1971-10-11|23233
7GAS583|1993-05-30|9925
NQX-617|1974-07-21|30168
GDU-2839|2012-12-31|20936
MZL-445|2018-04-17|16209
5VDB841|1982-12-03|21932
HMC-9425|1999-04-25|13738
YOF-8651|1987-08-28|27682
AJQ-8522|2003-12-29|16552
FUM-824|1977-03-07|10192
TST-3535|2005-07-17|19867
KZA-466|2001-02-19|29432
5FYN813|1986-10-11|24228
ORI-5929|1972-10-15|29473
6JXX876|2013-05-19|31684
4KYT344|1984-05-12|28005
SVK-9513|1984-10-22|17971
LOO-023|1992-12-08|19005
EPW-7618|2000-07-21|8170
MHD-2100|1993-01-24|30478
6QUP586|1992-07-17|26827
8LYX795|2003-11-02|33485
5QQD986|2000-04-16|8290
XOI-868|2011-12-01|24777
YHW-124|2013-10-22|16902
WOT-754|1985-02-19|20395
BNH-0482|1991-08-12|22392
XLA-7654|2012-05-21|26378
9MGZ998|2018-04-25|33286
QAK-065|2016-09-15|12399
AFH-5625|1972-07-24|33428
BPU-7820|2016-04-01|17449
IEJ-9088|1981-02-23|16060
LYD-564|2017-06-29|33799
NGH-414|1997-04-16|10376
DHG-964|1986-01-07|14894
CRN-2543|1984-08-26|19926
TEQ-8405|2009-03-09|19992
1YAL157|1988-04-15|30056
EZD-4830|2011-05-04|30288
ESZ-041|2013-05-31|9908
DML-2592|2000-06-10|23021
AKD-3070|1970-03-11|24991
DTB-380|1972-12-29|9270
2AQQ343|1994-08-11|9032
YTA-1523|1972-05-03|21604
8WBL152|1997-10-27|24609
5PSL787|2015-09-24|32892
BKU-784|1973-03-20|15420
5XPX798|2006-12-17|25752
CLP-453|1984-02-11|25355
YVJ-6935|1975-01-08|12442
ZGH-840|2013-02-05|32778
BPB-920|1974-05-09|32115
CQM-176|2017-05-17|23675
EBJ-831|1998-07-09|25425
JEP-2812|1994-10-09|13807
XIS-469|1974-09-23|10800
1AVZ644|1975-07-01|21317
JJC-305|2003-12-15|19619
KND-2109|1996-01-04|13432
LQJ-534|1991-04-30|22136
YMI-5607|2014-08-18|19291
9XDR117|1987-03-05|11070
LIB-628|2006-03-26|27721
WTZ-0591|2010-12-06|23169
ICR-0116|2015-03-25|34390
YPF-344|2000-04-26|33201
5GMU125|1997-05-30|32092
AOH-009|1977-11-12|31268
FNX-923|2003-09-08|16917
BNF-601|2006-09-30|15006
QMG-112|2005-07-04|23799
7OBD693|2008-02-05|20993
VDZ-653|1977-03-29|24232
7RFX861|2018-03-09|12669
4YPU913|1998-03-27|27336
OHW-7027|1998-08-20|19491
PHI-2077|1995-06-09|23872
3GRC239|1987-08-28|31071
JWX-3398|1976-02-09|26462
KHQ-408|1994-03-02|31117
2BZD624|2005-03-18|32672
CWT-639|2007-04-30|9277
MKC-9163|1975-12-24|26345
3QYC138|2003-11-22|14309
IPH-451|1982-09-08|10601
CPF-0168|1987-01-29|22749
6DRX913|2011-08-02|14172
5DRR687|2002-09-22|21931
8UWP139|2017-11-10|12703
4TDW579|2011-06-22|33561
8YGS421|2000-12-29|28907
CPV-748|1996-03-17|14441
HLF-732|1974-04-11|30142
XIH-401|1972-02-07|18765
DII-0637|1996-11-13|13584
TPI-392|2007-10-02|12545
ZYZ-788|2007-12-21|10590
8EOC772|1977-01-05|18762
5EZU763|1999-07-07|12574
QDF-8826|1989-12-05|30318
ONU-202|1992-09-15|33922
IRU-335|1983-10-12|28228
GEP-840|1991-09-18|15963
WRP-9819|2001-10-24|9968
RKB-441|1999-04-07|10918
WCK-6934|1997-01-31|28546
5QMF942|1974-10-17|20460
COJ-8175|1971-08-10|16286
FHM-8825|1987-04-29|11851
2CUR613|2011-03-30|17987
9SER684|2001-08-25|9362
5CUP659|1975-11-02|30824
8WXD464|1987-10-23|14126
HML-2509|2005-06-19|12851
4HEQ779|2003-08-30|27581
NTY-948|2010-04-10|20370
4VGZ936|2014-03-12|20370
YDN-0756|1978-11-17|15903
CKS-6851|1989-10-20|15389
OZH-5598|2012-08-10|30287
OEO-4323|1993-10-07|15060
4DZW448|2008-06-24|9196
DNG-834|2004-11-17|26267
ZUD-7723|2004-06-03|29392
9RUR996|1999-04-26|11880
KTD-193|1970-10-13|22912
CVZ-0407|1978-04-14|33249
LMV-9127|1990-08-31|33978
XSU-796|1972-01-28|27763
XTJ-2358|1983-05-11|17296
JLH-702|2017-04-16|22187
1TAF355|2013-01-23|18579
WDH-708|1989-02-02|19932
ZVH-212|2016-12-24|33797
TRQ-7951|1975-10-16|29961
9ZCC354|1986-11-02|25469
ITU-033|2001-05-04|16652
EHD-092|2018-07-14|31819
TLI-8058|1982-10-30|11916
9ARE612|1982-01-02|29929
EBF-927|1988-01-08|30668
SCP-107|2017-04-17|12343
SVL-561|1971-02-16|16390
YRK-075|1981-07-31|22994
MIZ-720|2014-05-04|33245
3ZKH527|1987-06-06|34989
2JDO973|2010-04-09|33412
QXQ-1483|1991-02-20|21851
KEB-032|1975-03-15|18830
RFA-883|1972-10-09|12620
COW-053|1975-05-22|31145
FWG-1849|2016-04-19|23699
REX-637|2007-06-07|27445
7BFL426|1987-11-11|19390
8ZXE536|1983-05-02|23252
5EMJ445|2003-09-27|30492
MUE-2235|1978-12-01|31932
QVV-4623|1974-12-30|15492
VNH-1999|1976-11-11|13693
3XZU266|1975-12-04|10467
3ZBE267|1978-03-18|9463
5MVZ778|1996-07-14|29284
HVY-208|2007-12-25|16220
RRV-6706|1994-07-16|28861
9SPO833|1999-06-06|34991
WRP-0245|2006-03-20|15300
DXT-6798|2000-06-05|27128
DDK-7910|1983-08-19|10512
ESY-2765|1987-10-27|11535
ATX-714|2017-04-10|25783
6LXD563|1990-09-09|32626
GEY-3924|1986-04-04|34582
DNF-6694|1996-03-11|18749
IEX-2521|1990-07-31|19155
UKT-592|1973-02-17|25076
2PDH357|1973-02-17|27502
4HNI114|2007-12-01|27801
3SOC719|2016-02-26|33390
6QEF687|2000-01-28|16040
EUR-5963|1997-04-30|21537
MBC-8508|2000-09-03|33980
VEI-360|2004-01-07|26023
LAM-156|1987-08-15|16954
ALV-294|2012-12-02|8982
8VXR396|2008-01-21|10788
1RQO712|1985-02-17|32640
5CDP186|1978-08-24|34664
8CFM399|2009-05-28|31268
KFF-6917|1992-08-09|27687
7AUC775|2011-11-09|32580
9TCK159|1985-01-30|27507
4JFK554|2015-08-26|32456
MXV-5532|1970-12-17|20648
7LSG569|1985-11-04|28130
BDF-246|2017-11-16|24043
FWL-999|2014-09-27|24250
2NIL424|1981-05-28|23765
2YFW159|1989-07-10|17989
MES-6759|1979-08-01|23466
CGP-381|1978-07-02|17965
LHO-1522|2013-08-20|29221
LSG-8392|1999-12-22|9015
7HCI434|1997-07-28|24607
KGB-432|1990-03-02|28730
5DWL494|1982-11-12|15991
9IIE584|1999-02-06|21584
5JQW831|2006-06-08|16605
MXM-5374|1988-03-25|10463
UFS-2947|2003-06-28|9059
2CIN983|1999-08-07|13774
SGA-405|1998-03-25|12839
UWG-8358|2013-09-04|29316
SYQ-016|1978-07-09|11646
4QIX829|1991-02-09|26002
OIN-9980|1996-05-13|26352
XAB-704|2006-09-23|29799
IDQ-2938|2002-06-25|22144
5TFX781|1979-02-02|26110
6DDI951|1984-05-02|30224
WKU-814|1982-09-22|18797
5SKW745|2010-04-01|11920
GIA-0914|1999-07-14|23336
3WUA651|1998-10-10|25866
SQE-4250|1979-07-13|22048
4FVR868|1977-08-01|14138
7WDP267|1982-02-25|26420
5JTM791|1985-09-24|30741
GZL-9782|1973-05-24|31217
IEB-0913|1978-08-29|29093
5BNH977|2003-12-30|17329
4OZA424|1973-02-27|29896
4GNM489|1996-04-14|14079
1LML334|1971-09-22|24761
KYT-0563|2013-01-17|22920
1BEI927|1986-06-29|8738
BMQ-8055|1997-01-31|12831
UEQ-1834|1980-04-14|22042
IMZ-898|1999-01-22|17639
INJ-1073|1993-06-25|20705
ROZ-7835|2013-05-03|12600
EKN-809|1971-12-29|18624
AIA-891|2016-08-30|9698
1HLA143|2010-02-13|12859
8UXU348|1994-10-08|26841
AXB-2060|1989-06-26|22345
ZSQ-2562|1993-11-10|34548
DEL-524|1986-10-28|8373
SWL-7950|1990-05-02|15606
GAO-9873|1983-10-02|29702
IDM-1960|2005-11-22|8021
WIJ-899|1982-04-24|22935
FZQ-538|1979-08-30|31380
8KQM834|1971-08-28|24323
TCZ-080|1990-06-04|12445
9KUW354|1977-10-22|14717
6BDI778|1977-05-24|34167
LCE-617|1983-07-30|19319
BHI-002|1981-06-06|11183
GYP-237|1997-02-20|24745
4AVL218|2014-04-01|19611
1BTK379|2015-08-16|21790
FAG-810|1998-11-23|26456
6SWV935|2004-09-14|26426
1DPT336|1986-01-09|33320
GWQ-5015|1971-10-24|27932
FGF-178|2012-10-16|13954
KYK-3505|2013-04-10|32811
6LWE926|1986-06-23|11644
CQT-2879|2013-04-17|31590
1VTB353|1999-05-21|26533
FWK-427|1988-06-09|28194
PXJ-603|1986-11-01|30973
4ULW115|1990-09-22|15402
HQI-5476|2013-06-14|17339
DKK-890|1978-05-28|31343
4NFC657|1990-11-22|26558
KOI-6563|1975-06-15|24431
7GVL978|1979-06-18|27004
PWA-4055|1984-01-10|12050
VPX-5123|1977-05-21|12348
QHK-964|2013-08-24|22055
ZYF-115|1990-12-13|18499
QYJ-808|1981-02-11|8382
NHQ-847|2008-04-17|12102
GSQ-617|2006-10-31|23233
8HUK615|1975-08-27|34082
SMR-0515|1975-10-23|34244
DNS-212|1970-03-07|10213
8PCZ665|1996-10-19|12854
BTI-6171|1974-11-11|30064
WBW-167|2018-02-10|33231
PID-9066|2015-05-19|11444
5LQY683|1990-06-21|19959
VGA-6223|1989-08-13|26667
OGT-816|1992-01-18|15339
2RAT589|2000-01-23|19920
HHP-447|1982-08-03|28583
BHR-5151|1989-10-24|22965
3PHG335|2017-08-07|30671
VZS-4947|1970-02-13|19776
HKD-109|2012-07-14|27951
HDS-1675|1973-02-14|11894
ENN-3799|1981-01-15|13370
1MRD483|1974-06-28|11506
EKN-2390|1999-11-11|19500
2EPX398|1998-10-20|10961
MNQ-9234|1978-07-01|8014
NFR-0957|2001-01-23|14336
RDJ-7796|1991-07-04|11827
8FCG965|1986-09-02|18631
KTN-892|1982-08-02|32646
1QGM774|2006-03-30|34558
BLT-067|2005-05-22|27433
BHV-9517|2009-01-15|33797
MMQ-3130|1971-05-10|33091
8JOM295|2001-07-26|27455
ZDV-378|1983-02-13|8609
QVI-7299|2018-07-20|11113
7HJX125|1999-11-23|16221
9NRM459|2017-07-02|16514
6BXY194|1983-06-14|15609
6WPR995|1977-02-03|28907
AMG-6451|1999-09-27|14370
GNB-791|1970-08-02|14560
EWV-287|2008-05-16|29879
RCW-622|1982-12-13|21019
NWI-694|2009-12-01|22178
6HZX869|1989-11-02|33343
MHM-3981|1990-06-08|29727
2ADC437|1991-11-03|10042
2HCF617|2016-06-12|21459
VLU-9572|2002-10-03|25882
FXB-598|2000-11-16|9617
APL-7059|1992-11-25|19148
DAF-198|1980-03-09|12243
6KZJ582|2004-08-04|9747
3DHE585|1979-09-21|33814
ZFS-781|2004-06-18|8610
TOQ-715|1997-11-26|10308
2GRO124|1978-01-11|21811
MAR-7808|1981-04-22|23993
5JPE114|2008-10-19|10882
9RPL626|2003-06-22|34884
PKF-3442|2018-09-24|17220
5QBS163|1977-02-07|12194
RNN-553|1994-05-15|13509
9QLR354|1987-03-22|10628
NRE-134|1970-02-16|13975
ACI-9906|1991-05-17|17093
FLF-2604|1980-05-20|8858
KCS-7860|1976-12-28|19683
OPG-225|1987-07-20|23657
5SYP659|1998-03-16|30258
WRA-0880|2010-04-05|15417
GVD-8986|1989-02-20|9478
5PLP668|1989-08-02|26091
ARI-7542|1985-08-08|31363
RZV-804|1999-10-23|22277
2VXF444|1973-09-30|23897
4GIR257|2006-03-03|22468
1TVW528|2018-03-06|10350
KSC-676|2011-10-10|11657
1DEL827|2004-06-19|26887
LZT-894|2005-10-19|11109
ZCJ-1550|1999-09-13|32869
XAA-538|1984-01-16|21119
YLV-024|1975-11-07|12423
2XXV122|1990-06-02|21202
QNB-1574|2015-08-02|32608
NVW-404|1979-10-24|11941
BFO-3924|2013-09-06|34916
9IBB547|2018-04-05|16228
KDE-3093|2011-07-12|32049
ZRG-775|2006-06-25|15224
9IOW285|1990-01-12|32778
KKM-5901|1985-03-11|22962
OXU-8887|2006-01-02|8964
JIE-651|2008-08-22|34779
WAE-156|2011-04-20|29106
DJA-055|1975-10-07|21520
IMG-0277|1975-12-11|22133
SPQ-118|1994-04-10|12947
9BLM755|1974-04-01|26122
DGV-4528|1973-12-10|16071
OOF-9289|1992-04-22|17514
TIR-2635|1986-03-13|8922
QPO-9047|1987-09-10|30132
TVG-089|2016-09-14|17701
WBF-480|2003-12-19|13238
TXK-9207|1996-06-23|31430
1ZGS413|1981-11-10|27498
HNT-462|1999-08-08|23048
6ZNB982|1972-07-23|29383
3NYJ794|1988-09-22|28624
QDF-3148|1985-02-06|26987
VBZ-0331|2003-06-14|16768
TFK-812|1988-08-20|27928
IEA-7149|2015-04-10|13025
MHQ-5518|2016-08-18|25853
4MIA568|1980-10-30|12686
8RXW468|2012-09-25|28530
DHU-048|1976-07-07|11806
AWM-344|1979-05-28|12911
IKR-3604|1995-11-13|11693
TRX-9026|1995-11-09|27951
1PCV485|1995-08-24|15619
RJJ-6443|1982-11-01|15619
ROL-6063|2015-06-30|22912
7EMM473|1976-02-27|9992
9ZIW651|2014-06-15|18907
4XHQ357|2017-04-04|23401
ZGE-245|2015-06-28|24716
PTE-330|1994-11-27|31263
VTH-0894|2013-11-14|27860
PLB-024|1987-10-11|19470
CZG-842|2003-06-15|28880
9TFK753|2016-03-18|24223
GNT-812|1989-06-30|30341
AOP-2488|2009-12-25|23588
BEB-0357|1985-12-31|28049
EZX-150|1981-07-29|26618
NUS-870|1971-03-05|33601
EXU-529|2000-06-05|12082
UNU-508|2015-02-27|25246
IDY-910|1985-01-08|29142
ROF-1745|2005-07-11|28217
GHI-0254|2003-09-01|34284
8CDH323|2007-06-03|28242
9KWH657|1975-09-16|30173
YSS-5732|1982-07-01|19688
UAH-3243|1999-02-15|13036
VUI-558|2000-12-25|21667
MVK-1080|2004-09-11|33730
ABO-9420|2000-03-05|28965
1FRX376|2008-11-20|19091
YJX-6823|2007-06-15|16092
7JTI358|2013-08-16|18006
AVK-081|2000-01-24|15726
QDJ-319|1981-01-23|32109
BFJ-5334|1989-03-10|8176
GBW-218|1979-01-15|23743
BWM-3861|2010-04-04|20799
6UQA294|2013-10-20|29625
QGU-879|2004-04-22|32294
ZTO-079|1989-01-24|10557
YNK-837|1997-12-03|9162
JDZ-1721|1990-02-04|22031
9ZTV292|2001-06-28|9610
UGS-1674|1995-10-20|19772
RGS-260|1995-03-07|30461
BZS-6477|2006-05-17|22586
UVY-3451|2006-06-29|9499
2BVA734|2006-08-12|15393
RFU-9518|1985-08-22|11492
SGQ-798|1981-06-17|20953
AHC-4684|1991-06-23|22520
9QYW884|1980-05-10|27162
7NFA151|1976-09-05|28425
JCS-4777|1977-06-29|9102
4KBS512|1984-09-29|17593
7AMB838|1976-05-03|23798
JTA-1496|1974-03-01|10903
BSN-5115|2002-07-25|17523
BGC-9372|2013-02-28|28685
VHD-566|2002-04-06|10167
MVF-153|2000-11-10|11833
OBI-115|2006-03-28|9251
6DKM498|1990-07-23|17660
ONK-6097|1972-01-23|8702
5FQA283|1974-01-15|9128
ZFF-3638|1979-07-15|29126
7VCY591|1982-06-08|26594
PUD-6817|2003-10-26|31528
UCN-1570|2005-10-04|29014
3MIT581|2013-05-18|34011
NXD-1780|1998-05-15|27663
2UHN365|2011-07-26|10864
NLO-515|1979-05-11|29339
CMT-0479|2005-04-08|8034
GIL-171|1977-11-26|26873
3XLA163|2014-06-15|27373
MTP-1796|1981-01-27|33488
ZOR-5081|2014-08-30|33775
RCG-1586|1991-02-16|27955
WBU-4784|1991-01-10|9379
OYM-914|1987-06-26|9296
VYE-995|1994-07-12|23040
3ONP465|1970-08-09|33019
BRH-485|2008-11-16|10415
1IQZ367|2009-03-02|17614
KXB-029|2011-11-11|9984
LKA-2966|1980-11-03|31946
RGO-300|2000-08-26|9987
RUC-194|2018-07-22|17310
JWO-4384|2006-07-28|34874
9MLH972|1996-10-26|14388
3FES282|1970-07-12|10913
9HZV148|1992-06-07|32251
XXD-0717|2015-02-28|13025
7MRN858|1972-03-08|31823
WBJ-9258|2004-05-01|8309
DJZ-381|2017-05-15|8107
LBC-6939|2010-04-18|30814
8CLL923|1986-06-23|17242
LVC-8965|1993-12-21|11077
1IHX151|1982-02-28|28037
7DOV526|1982-04-26|24815
WTA-103|1981-12-03|25371
BKX-013|1980-03-13|32354
7KSV387|1990-05-22|33598
UOG-867|2003-02-06|29190
OLZ-4520|2016-03-12|13018
LEA-9149|2015-02-17|25607
8JQV126|2012-06-17|12408
SQA-4337|1979-04-07|26706
GPI-4480|2016-08-29|23623
7PMM995|1996-01-28|28513
WWO-8981|2001-01-03|22265
YTA-593|1975-02-08|15904
4AXS443|1983-03-08|28996
NIH-2138|1997-12-03|31914
3NLW731|2018-08-10|23492
KAK-047|1982-10-18|14612
PWH-8438|2001-08-08|30170
DQK-5415|2002-07-18|33839
SZQ-3748|2004-12-03|23265
3NTL686|1973-10-30|28246
WEC-056|1996-08-16|28633
EPX-6432|1984-08-14|30576
5TSA759|1988-11-26|25133
2EKV385|2008-03-29|21463
GSA-227|2009-08-23|11652
OXZ-273|2001-11-07|11367
AOX-183|2002-05-04|16962
9SBJ188|1982-07-04|10635
JYJ-7218|1973-10-01|13949
RAM-990|1997-02-18|14443
KJR-380|1974-06-05|10670
1ZIW862|1978-07-29|23825
XPC-3721|1974-07-02|15615
LJB-6412|2017-06-25|21771
ERY-409|2016-05-29|18263
NLC-804|1986-04-29|26352
2RZH389|1978-08-23|29544
9PTP427|1984-02-13|18100
WBU-723|2015-04-05|28072
2NQJ226|1981-08-05|19275
GDI-262|1994-08-13|22446
BZY-183|1997-04-01|32013
LMA-6222|1971-09-07|22910
UYM-424|2012-03-24|20155
QIC-857|1976-07-07|12762
ISB-4275|1981-09-25|31708
6SAO866|1992-12-26|15031
NOE-9570|1970-04-16|17862
1WWN752|2005-10-22|11264
BEC-020|1998-04-26|29454
GXJ-174|1987-09-06|29300
WIK-746|2006-02-28|26598
GRT-4239|2006-04-26|21523
GKH-9207|2000-12-22|10406
5PKW869|1975-02-09|21421
RGG-2318|2007-08-15|8864
4SCE275|1978-05-04|23007
2ZVY989|2004-04-23|11610
4UZV834|1996-05-04|14054
CZO-536|2011-09-25|23580
ZRF-4233|1990-12-11|33773
JMW-731|1972-07-20|12162
YYJ-6934|2009-05-19|8723
CGN-7589|2016-07-17|33089
YSG-4272|2017-05-14|21102
WVO-6903|2008-10-31|27023
NPR-0005|2003-08-15|19644
UOH-989|1992-11-16|27530
8QZF546|1997-04-22|27712
OWI-8568|2015-10-20|32659
LLP-013|1992-08-20|26011
WIM-1292|2010-04-19|12826
TLK-879|2002-06-20|32285
PJJ-1983|2013-06-12|13180
GZZ-2285|2004-01-09|10165
TWA-3140|1976-08-13|23278
6WPG961|1990-09-09|22390
WNK-501|1979-03-23|29709
HOG-9860|1997-04-09|18301
9HMC164|2002-04-10|17145
UXF-112|2016-08-10|12650
8LNQ223|1974-08-20|27917
2NAA334|2016-06-11|32192
UOJ-2191|1971-03-06|31644
9LVE399|1973-09-23|24947
9KWC659|2016-03-13|29702
KSS-755|2011-07-10|21675
CWH-3853|1970-02-26|18196
9JPI974|2012-08-30|32433
DNS-9975|2005-04-25|32620
TVZ-950|2010-01-01|20094
1JKM169|2004-05-26|14944
2IWS343|1984-01-07|30398
XZK-701|1980-09-08|14918
KKP-327|2001-04-26|33977
JAA-3990|1997-04-24|20816
STX-710|1987-03-08|11201
AZJ-9250|1978-12-28|28019
LHV-8005|2001-06-23|31412
BTF-392|1972-09-26|23281
1SYO671|2005-09-03|25926
OLX-9305|1986-06-18|33498
4HKN941|1997-09-22|32447
VMH-2586|1982-04-17|10863
2POZ947|1998-01-05|10771
7SPT911|1986-12-30|25135
BDK-052|1986-06-17|33912
8MLO717|2000-04-25|16014
7ITO756|1998-07-18|12018
8JFG651|1992-03-05|11365
KIQ-2495|2018-03-09|22117
1WIA558|1985-07-11|14927
OIM-935|1996-05-24|33719
TNC-7852|1974-07-09|31266
4GKW643|1990-09-23|21503
8SGC397|1997-07-04|33691
RHE-2781|1999-06-10|30154
1SUI296|1974-07-18|11578
HMX-840|2000-02-24|21124
