1HEO245|1986|hip hop|381
APY-092|2014|hip hop|1128
2QQS798|2012|hip hop|36
3QUK176|1971|hip hop|4063
8TVK511|1961|hip hop|3359
KMK-5536|1981|hip hop|4452
WMG-1971|1961|hip hop|5326
SRQ-203|1960|hip hop|9973
XYZ-235|1965|hip hop|1386
MJA-8767|1997|hip hop|7404
BSO-8052|1990|hip hop|8764
WKU-838|1968|hip hop|5013
XEZ-8086|1979|hip hop|5054
POR-248|1963|hip hop|3797
HYF-893|1991|hip hop|1098
9NPW188|1970|hip hop|8107
LBK-895|1983|hip hop|6094
9PAA174|1962|hip hop|9651
IMN-127|1978|hip hop|1208
WBC-3387|2003|hip hop|6302
XFW-812|1977|hip hop|651
PXI-685|1972|hip hop|350
3XLT985|1993|hip hop|8986
XDU-912|2016|hip hop|3031
PMD-3533|1976|hip hop|494
IUG-0923|1988|hip hop|5055
JUD-1253|1982|hip hop|9253
7UVV378|1997|hip hop|4830
8YJR819|1967|hip hop|2355
LTD-3882|2011|hip hop|1531
HQN-5162|1981|hip hop|9759
GKS-382|1973|hip hop|8038
4LQN781|1967|hip hop|7353
9PKT784|1964|hip hop|4751
MRD-7619|1990|hip hop|8051
8LXX958|1967|hip hop|6167
GEV-568|1982|hip hop|3391
TRA-1868|1991|hip hop|7897
QWY-903|1999|hip hop|2045
CTB-325|2005|hip hop|2057
9NUL316|2008|hip hop|3536
EAJ-4494|2011|hip hop|9623
KLY-472|1998|hip hop|6363
EUN-2941|1989|hip hop|616
YUX-2399|1975|hip hop|7892
SNM-0050|2003|hip hop|9176
3KGD799|1960|hip hop|6741
8BDP598|1999|hip hop|251
TYB-9133|1983|hip hop|7725
7FCC817|1990|hip hop|3250
5JZO235|2000|hip hop|8676
2JSG155|2009|hip hop|251
6SEW189|1986|hip hop|82
RZY-3775|1970|hip hop|8478
VNW-071|2009|hip hop|5384
MGL-5463|2017|hip hop|9610
6ETN957|1970|hip hop|1504
9HXL797|1963|hip hop|3261
2LNM895|1989|hip hop|671
9DSI712|2002|hip hop|8558
UWJ-563|1973|hip hop|2305
BVI-048|1964|hip hop|3387
3JFA172|1982|hip hop|7863
2KFN356|1977|hip hop|6399
BBN-1218|1992|hip hop|1632
XFZ-5595|1967|hip hop|9794
3KOG972|1962|hip hop|6439
WJP-768|1989|hip hop|5523
MJF-019|1971|hip hop|2245
JLC-6903|1969|hip hop|5963
YVN-663|1990|hip hop|8170
IYI-124|1972|hip hop|2962
ICV-1181|2007|hip hop|8432
GYK-031|1969|hip hop|3552
JTM-097|1997|hip hop|7801
VAR-1963|2015|hip hop|788
9UUY279|1974|hip hop|6176
MOS-476|1972|hip hop|8884
1PGF616|1988|hip hop|8985
IYW-558|1992|hip hop|5618
UIT-5731|1990|hip hop|6675
WAR-353|1972|hip hop|4526
TML-886|1960|hip hop|6094
GJU-7275|1975|hip hop|9491
DJJ-215|2013|hip hop|6974
9OIX539|1963|hip hop|8140
PYP-443|1992|hip hop|2512
RGB-3181|2018|hip hop|3784
7BXE613|1969|hip hop|3760
WQK-5506|1992|hip hop|3961
ICI-215|1969|hip hop|4608
JYS-196|1981|hip hop|5605
DRR-9160|1967|hip hop|9542
OPK-936|2012|hip hop|7978
9KGH957|1999|hip hop|4481
5CFL829|1973|hip hop|1520
JHJ-879|2010|hip hop|7745
PPC-4571|1985|hip hop|9904
2PBZ873|1976|hip hop|1974
BRK-6021|2007|hip hop|4602
7PXW337|1970|hip hop|3822
OSY-1575|2016|hip hop|9441
5BBA673|2014|hip hop|5096
7UFF856|1962|hip hop|9876
1ODL144|1963|hip hop|6652
8OJA732|1980|hip hop|2702
WKG-8467|1973|hip hop|5401
OJY-8121|2006|hip hop|902
PGJ-317|1994|hip hop|468
YHD-5534|1997|hip hop|7358
HFY-918|1972|hip hop|7049
GKG-292|2005|hip hop|8286
XNN-509|1991|hip hop|7032
2ZBR888|1980|hip hop|9420
AAI-201|1966|hip hop|8752
7KXF371|1960|hip hop|6281
ACS-8281|2007|hip hop|663
QLL-3721|1990|hip hop|4447
4RSI843|1978|hip hop|4983
8RSV939|2003|hip hop|4293
GQP-4904|2017|hip hop|2835
3SPA484|1973|hip hop|3669
3BSK133|1981|hip hop|7365
SFT-860|1990|hip hop|4705
YIM-021|2012|hip hop|4029
HTU-503|1986|hip hop|677
2SQO765|1982|hip hop|3537
5MEL684|1985|hip hop|5676
2PKD732|1980|hip hop|3934
SEX-620|1978|hip hop|9367
LUD-0469|2011|hip hop|10002
DXI-058|1975|hip hop|4605
OUV-370|1973|hip hop|4578
6VNG814|2014|hip hop|956
8EMY187|1985|hip hop|7219
8LRN613|2013|hip hop|7710
4IVI165|1975|hip hop|76
VRF-901|1997|hip hop|6999
YTQ-6324|1991|hip hop|2037
5QHU187|1986|hip hop|9848
IKA-858|2001|hip hop|2831
CUP-265|1974|hip hop|8384
9FQM323|2005|hip hop|2809
CYR-493|2017|hip hop|7100
8BKI369|2008|hip hop|2173
5GIL354|1993|hip hop|8093
2VUJ239|1985|hip hop|2573
7HDV442|2005|hip hop|769
UQV-876|2018|hip hop|1910
TKD-121|2010|hip hop|5744
GPZ-166|1986|hip hop|7943
VJK-8031|2004|hip hop|2484
9NUJ652|1961|hip hop|9385
TEI-331|1978|hip hop|7897
2BLU926|1964|hip hop|2930
BUK-673|1977|hip hop|4739
ARM-303|1991|hip hop|9622
8HKM333|1979|hip hop|9167
EQC-9300|2016|hip hop|9961
MFA-7503|2007|hip hop|2624
LMC-782|2017|hip hop|5902
5WIF346|1966|hip hop|536
KHV-5389|2001|hip hop|996
SDJ-7575|1986|hip hop|8359
WNK-625|1984|hip hop|6526
1HAV765|1992|hip hop|8553
GQU-317|1996|hip hop|5520
CLR-2174|1967|hip hop|3157
6CHD623|1997|hip hop|4115
SWF-9999|1963|hip hop|2950
8ECQ775|1990|hip hop|8038
BEP-1563|2009|hip hop|9070
LRU-882|1974|hip hop|2490
2FGR748|2002|hip hop|1476
XGY-1176|2003|hip hop|9163
4GFJ692|2001|hip hop|3941
HIJ-469|1970|hip hop|4156
AUO-116|2000|hip hop|10112
ITL-9716|1997|hip hop|6132
XUC-8658|2014|hip hop|6271
GWG-745|1984|hip hop|3420
8DAH118|2015|hip hop|7339
NQO-082|1995|hip hop|6423
QSU-5284|1960|hip hop|7381
YCZ-2436|1971|hip hop|7944
NKA-4691|1972|hip hop|2461
WQQ-086|2009|hip hop|5506
8TFT241|1985|hip hop|1881
KEM-0714|2001|hip hop|565
TBZ-655|1992|hip hop|9376
ESM-869|1965|hip hop|9848
QQF-160|2003|hip hop|2570
RFO-8060|1983|hip hop|5289
WIF-7271|1963|hip hop|7489
1PRX758|1969|hip hop|2725
8GWI745|1993|hip hop|4489
RWY-987|2012|hip hop|9754
7NMM496|1978|hip hop|7664
5DAJ641|1978|hip hop|9226
FNV-794|1995|hip hop|8898
5DOV828|1982|hip hop|10079
WEP-303|1976|hip hop|6729
9DIC467|2008|hip hop|1888
FGG-6828|1963|hip hop|6624
RGL-073|1986|hip hop|7435
LAK-085|2007|hip hop|158
UKA-6828|2005|hip hop|8676
HOL-375|1961|hip hop|156
4XFX426|1984|hip hop|4870
QTN-848|1965|hip hop|3193
ROY-8544|1992|hip hop|6756
QFX-3664|1969|hip hop|3024
8GXG599|2017|hip hop|6237
SPA-121|1980|hip hop|1783
FLT-0731|1991|hip hop|3594
3TKI557|1964|hip hop|2583
9HJV382|2016|hip hop|3304
CTG-7425|1986|hip hop|4674
RHA-1222|1990|hip hop|705
LZC-6026|1966|hip hop|4558
OFM-647|1965|hip hop|1642
9ATT725|2002|hip hop|491
2MHV595|1992|hip hop|4423
FHG-6691|1969|hip hop|1981
PZC-3950|1969|hip hop|5173
GRB-022|2008|hip hop|9030
7UFO174|2001|hip hop|6473
3IYB339|2011|hip hop|7859
5JMF321|1994|hip hop|9867
4ZJT238|1984|hip hop|5856
FDO-993|1987|hip hop|4242
ANG-113|1989|hip hop|4560
6EJN754|2010|hip hop|7602
MEI-2569|1988|hip hop|7192
UHG-5557|1979|hip hop|8665
9MWL657|1996|hip hop|6706
2AYB251|1963|hip hop|4
6JAX452|1964|hip hop|5993
MAC-7953|1962|hip hop|5392
4YKG452|1983|hip hop|1636
JMX-779|1998|hip hop|10032
LIF-694|2002|hip hop|8564
4WFZ783|1987|hip hop|9143
6KJJ868|1987|hip hop|3332
EAW-627|1999|hip hop|3626
RRR-1621|1994|hip hop|2500
NLT-3552|1990|hip hop|7163
JBJ-255|1981|hip hop|8420
XSF-006|1983|hip hop|526
QQG-5795|1961|hip hop|5683
IPP-3175|1960|hip hop|8209
3TZK473|2000|hip hop|9820
8GUI342|2016|hip hop|4284
LZK-2036|1981|hip hop|8132
BOP-517|2005|hip hop|260
VZC-149|2004|hip hop|1085
RWA-3321|2001|hip hop|7152
FID-015|2012|hip hop|5459
HNX-4295|2018|hip hop|5029
JVL-7734|1972|hip hop|6410
8DBI144|2005|hip hop|6399
EQX-5417|2001|hip hop|8405
2KOZ711|1976|hip hop|4040
XNR-5561|1998|hip hop|8521
OOH-2951|1981|hip hop|7046
BLD-6351|1992|hip hop|5142
CLP-782|1972|hip hop|3618
BFC-9905|1977|hip hop|5592
UOL-9582|1997|hip hop|7113
CHM-164|1998|hip hop|4646
SEJ-0738|2010|hip hop|7853
QQF-410|1993|hip hop|1147
KCR-7455|2012|hip hop|37
HFS-2836|2011|hip hop|6708
FFT-395|1992|hip hop|5248
RJR-548|1975|hip hop|6157
7XDR519|2007|hip hop|4995
TZA-894|2016|hip hop|7841
RCH-4630|2008|hip hop|7675
AAJ-8373|1992|hip hop|7027
MAW-939|1984|hip hop|1553
YJA-3916|2001|hip hop|6136
SBH-495|2013|hip hop|2011
4UMR758|1966|hip hop|1172
7WNM759|1975|hip hop|9521
EAN-5434|1996|hip hop|8285
VJL-755|2009|hip hop|7254
FSV-9987|1986|hip hop|901
3JQS821|1974|hip hop|835
MSL-367|2012|hip hop|3641
KXP-9810|1960|hip hop|2496
HEN-923|1960|hip hop|7571
LJW-3352|1999|hip hop|8473
HNC-5635|1983|hip hop|5701
POD-546|2011|hip hop|8477
9ZOF843|2008|hip hop|9413
3EGH241|1988|hip hop|1719
4YBW186|2014|hip hop|1505
1CWT724|2001|hip hop|1001
UQC-612|1983|hip hop|4220
IDA-1978|2016|hip hop|6098
2DIT648|1994|hip hop|938
FYU-353|2014|hip hop|5965
DNP-7264|2005|hip hop|8279
PNH-180|1984|hip hop|3092
RCS-0563|1998|hip hop|4778
6XCH588|1987|hip hop|9852
OAM-595|1961|hip hop|5414
TPH-6632|1993|hip hop|9613
YXM-3599|1967|hip hop|2314
FFN-788|1988|hip hop|4660
XEH-021|2016|hip hop|9377
KAE-1375|1987|hip hop|8019
1SST496|2011|hip hop|6070
6KMS516|1978|hip hop|3271
EAK-2757|2003|hip hop|5017
1HOM591|1987|hip hop|7468
RCW-7962|2005|hip hop|9449
OPR-3196|1970|hip hop|4120
MFI-3503|1994|hip hop|1176
KHQ-2962|2007|hip hop|4664
ILQ-512|2008|hip hop|1751
6TIQ477|1986|hip hop|9079
5MIL534|2006|hip hop|2476
TXH-4405|1986|hip hop|8187
XBR-267|2008|hip hop|8173
XFF-792|2018|hip hop|4074
3TGH491|1975|hip hop|8316
COQ-5976|1968|hip hop|6215
ADO-093|1969|hip hop|4591
WQA-8336|1993|hip hop|2701
CQG-7764|1992|hip hop|6538
1ZJJ479|2000|hip hop|2299
MET-255|1978|hip hop|733
FNH-2106|2002|hip hop|9303
DQR-9287|1988|hip hop|7120
7MSG562|2015|hip hop|912
5GXE575|2003|hip hop|9915
5GXB585|1972|hip hop|6104
9WCE575|1971|hip hop|9612
YUN-907|2003|hip hop|1203
VGU-1767|1996|hip hop|6344
CPS-174|1965|hip hop|8139
1JVL664|2001|hip hop|7694
KBE-5405|2016|hip hop|8242
BHO-985|1992|hip hop|3892
8IAS232|1991|hip hop|9366
YGA-188|1995|hip hop|4974
LEC-3708|1964|hip hop|8734
3GVT394|1982|hip hop|10082
LXC-797|1971|hip hop|8331
KKU-033|1966|hip hop|1093
QAE-225|1997|hip hop|8299
SKR-693|2001|hip hop|5487
4KNJ721|1998|hip hop|6311
6GGV714|2012|hip hop|428
8XXK975|2003|hip hop|4083
UGZ-2224|2002|hip hop|547
1RNQ482|2004|hip hop|8147
DUW-6855|2006|hip hop|6123
BIZ-4579|1970|hip hop|2166
OEF-018|1967|hip hop|502
QTM-2164|1989|hip hop|1710
7ZGK469|1967|hip hop|4044
FHJ-8033|2009|hip hop|599
KDE-137|2018|hip hop|3552
4QLR185|2008|hip hop|1102
XVF-564|2006|hip hop|2134
ZJO-716|2012|hip hop|7778
HIM-938|1989|hip hop|3725
HCG-2123|1983|hip hop|4494
QMZ-5225|1977|hip hop|7768
ZPM-9094|1989|hip hop|9004
4GER695|1983|hip hop|9889
DRW-8594|2017|hip hop|6227
6WJV277|1963|hip hop|3141
9BYR177|1963|hip hop|6481
HMR-736|1980|hip hop|4534
THS-4930|1970|hip hop|3946
2VYB723|2004|hip hop|6105
6UTX365|2010|hip hop|8421
WTU-7671|1976|hip hop|446
7IDK477|2009|hip hop|2832
6UNR972|1983|hip hop|5097
BFK-031|2018|hip hop|8432
3SGC862|2006|hip hop|6300
4VAK194|1995|hip hop|9089
IZR-057|1965|hip hop|6315
JVU-915|1983|hip hop|8851
JDI-4090|2005|hip hop|9567
THQ-8841|2006|hip hop|7156
AKT-192|2014|hip hop|6604
4NDC593|2004|hip hop|9008
YJY-7568|1991|hip hop|8036
OUH-496|1992|hip hop|7456
GXB-074|1973|hip hop|7879
2TTG874|1960|hip hop|5350
IFZ-4184|1974|hip hop|3679
VER-629|2016|hip hop|5775
ZGX-532|2017|hip hop|1984
BWN-898|1976|hip hop|9039
5EPE858|2006|hip hop|9093
9SQT288|1999|hip hop|9391
3BOJ641|2007|hip hop|6284
5PCX291|2015|hip hop|292
2TRJ462|1969|hip hop|5104
7CVE722|1963|hip hop|1452
KAR-6280|2002|hip hop|9473
3CET298|1990|hip hop|9134
2JDZ635|1998|hip hop|8290
CJZ-3401|1964|hip hop|2811
7KNX286|1986|hip hop|388
DFB-092|1986|hip hop|6033
LAR-5579|1991|hip hop|7719
GRA-878|2010|hip hop|2973
NAA-6960|1974|hip hop|7499
AEJ-277|1976|hip hop|1492
ACM-0790|1986|hip hop|4706
CZT-901|2018|hip hop|4299
ABN-740|2008|hip hop|7795
7VGL626|2017|hip hop|4216
3VIE623|2013|hip hop|7665
LHL-6537|2001|hip hop|10024
NKD-410|1973|hip hop|1106
MQS-937|1965|hip hop|10058
KDI-169|1983|hip hop|9894
KBJ-2852|1992|hip hop|141
IJL-2696|2015|hip hop|4803
IMQ-462|1989|hip hop|9836
2CYC978|1990|hip hop|4423
8XHH528|2000|hip hop|4693
MRS-1063|1970|hip hop|3614
VOV-506|1996|hip hop|8173
BWA-671|2004|hip hop|5492
BJK-9567|1963|hip hop|9006
RFK-206|2018|hip hop|8933
ING-255|1994|hip hop|9106
XZN-356|1999|hip hop|7241
LNC-744|2010|hip hop|2147
DYS-6583|1978|hip hop|1737
GCZ-903|2009|hip hop|5789
JUV-321|1980|hip hop|7479
7RXS922|1981|hip hop|7812
4UQF937|2006|hip hop|2948
MVA-7882|2000|hip hop|2107
GSW-5196|2000|hip hop|9729
RAL-194|2013|hip hop|577
PHF-1170|1960|hip hop|3300
8FVY995|1982|hip hop|5264
GKI-469|1963|hip hop|266
HFF-0482|1993|hip hop|9037
WWP-671|2004|hip hop|2765
7PUL472|1973|hip hop|7994
5RTV588|2018|hip hop|318
8UJQ692|1992|hip hop|7005
1EAT874|2009|hip hop|5053
CJF-438|1963|hip hop|5743
4SAR494|2016|hip hop|1199
KJA-4036|2005|hip hop|289
9IXG554|1994|hip hop|3749
TKP-931|1970|hip hop|4960
3FAC826|1983|hip hop|775
KJP-478|1971|hip hop|8163
LKZ-421|1986|hip hop|2929
KIT-0373|1989|hip hop|5328
8XEB832|1969|hip hop|7653
AZY-0593|1996|hip hop|3199
HRF-3788|1996|hip hop|2317
NLP-577|1977|hip hop|2664
9DNQ857|2005|hip hop|1582
5CBP728|2005|hip hop|5683
LAM-654|1992|hip hop|1318
