CPA-4861|2007-04-09|electronic|small
HUU-2930|1989-03-24|electronic|small
8VJK487|2016-06-03|electronic|small
2TUP426|2017-11-15|electronic|small
DRN-9862|1994-05-05|electronic|small
7OBF212|2004-12-19|electronic|small
ILE-641|1986-01-19|electronic|small
PPI-914|2003-05-25|electronic|small
7YXY655|1995-01-26|electronic|small
4HPR754|2005-05-16|electronic|small
4QHL297|1971-05-01|electronic|small
1QZY643|2004-09-22|electronic|small
8CFS832|2000-12-02|electronic|small
STJ-012|1991-04-18|electronic|small
JWH-4910|1990-05-27|electronic|small
NDY-0511|2005-09-23|electronic|small
VQX-243|1982-03-09|electronic|small
KTE-298|1970-05-04|electronic|small
BOI-7012|2003-03-05|electronic|small
4IEB179|2005-04-02|electronic|small
9ADF993|1987-11-19|electronic|small
7HXM993|1997-03-06|electronic|small
DYK-550|1980-03-17|electronic|small
4NNZ176|1979-12-11|electronic|small
3SWU983|1991-07-04|electronic|small
2KWR623|1983-12-06|electronic|small
JYD-883|1983-11-18|electronic|small
FKP-448|1975-05-29|electronic|small
IRY-0159|1986-11-11|electronic|small
8RNK722|2007-07-02|electronic|small
7IJF423|1999-12-08|electronic|small
PFT-433|1997-06-02|electronic|small
PCH-4293|1996-02-20|electronic|small
IPJ-9950|2005-11-23|electronic|small
7NSQ362|1980-11-09|electronic|small
6KBE286|1982-10-23|electronic|small
2HVS312|1984-09-27|electronic|small
AEI-942|2015-12-23|electronic|small
ZYP-224|2016-01-21|electronic|small
OSY-7695|1979-04-09|electronic|small
3NAK272|2010-09-18|electronic|small
UBK-5350|2017-07-21|electronic|small
IAG-640|1988-03-20|electronic|small
PNW-461|1995-06-07|electronic|small
CUK-146|2007-05-27|electronic|small
XMB-4373|1996-05-07|electronic|small
GSJ-463|1997-03-19|electronic|small
2UOO519|1974-06-15|electronic|small
2UKA114|1989-08-20|electronic|small
ACC-734|1998-06-18|electronic|small
3ATB271|1975-12-04|electronic|small
YHT-788|1996-09-24|electronic|small
VTG-1567|2003-06-12|electronic|small
FIH-2616|1972-12-12|electronic|small
YPH-237|2005-06-08|electronic|small
9SSV531|1974-03-16|electronic|small
RUK-2780|1972-04-16|electronic|small
BRM-8953|1998-11-28|electronic|small
VIZ-6325|2016-03-17|electronic|small
ICU-886|2008-11-10|electronic|small
UBB-277|2012-05-12|electronic|small
5URR376|1999-08-08|electronic|small
4WIL975|1998-03-14|electronic|small
WPJ-900|1993-05-21|electronic|small
PNF-2460|1979-05-16|electronic|small
YNN-614|2005-02-22|electronic|small
BIQ-7298|1996-10-14|electronic|small
OGP-004|1985-04-29|electronic|small
IEK-0024|2014-08-20|electronic|small
KFP-594|2014-04-13|electronic|small
HZJ-784|2008-09-09|electronic|small
1EOU187|1993-11-24|electronic|small
UKL-654|1997-03-14|electronic|small
1WZR286|1972-02-08|electronic|small
4GMP149|1977-11-22|electronic|small
RWG-723|1975-12-22|electronic|small
UBD-522|2007-08-16|electronic|small
DEJ-788|2012-09-20|electronic|small
MNJ-267|1976-07-21|electronic|small
YZN-7129|1999-12-20|electronic|small
XMP-1705|1990-03-13|electronic|small
JRV-762|1978-08-03|electronic|small
UGZ-607|1985-05-16|electronic|small
IPH-1862|1981-05-31|electronic|small
HDA-073|1974-12-18|electronic|small
4JOB762|2003-10-22|electronic|small
4UTP686|2007-11-13|electronic|small
IDY-6254|1981-10-17|electronic|small
8FOA483|1982-10-10|electronic|small
5EEQ797|1972-05-05|electronic|small
DII-6777|1974-06-24|electronic|small
AMM-185|2010-02-01|electronic|small
1EUF563|2003-03-22|electronic|small
KCX-523|1984-03-22|electronic|small
6CLQ664|1999-03-15|electronic|small
9JDF746|2002-01-20|electronic|small
5HBG388|1988-09-18|electronic|small
8ZTD678|1989-12-02|electronic|small
BBY-864|2015-02-21|electronic|small
WAW-8399|1977-03-23|electronic|small
ZDC-0030|2012-08-13|electronic|small
CKV-4070|2009-12-24|electronic|small
6ENP557|2018-03-07|electronic|small
UOO-196|1987-02-08|electronic|small
4RUE534|1985-06-12|electronic|small
XVP-9708|2013-09-24|electronic|small
8IQH476|1978-03-26|electronic|small
VLK-8628|1971-03-15|electronic|small
1XFI623|1984-04-25|electronic|small
5GWC228|2009-12-02|electronic|small
SEH-9983|2011-07-02|electronic|small
8ETE248|2006-09-05|electronic|small
MXI-2193|1972-10-27|electronic|small
UQQ-442|1972-04-17|electronic|small
5JZP834|1992-07-02|electronic|small
UFJ-3374|1988-06-22|electronic|small
8LGD997|1980-06-11|electronic|small
NFH-955|2009-11-21|electronic|small
FOD-5489|1979-04-06|electronic|small
3AMI478|1972-07-17|electronic|small
YZZ-1146|1971-10-13|electronic|small
8RNZ624|1973-06-20|electronic|small
DYY-751|2005-11-21|electronic|small
5VQU511|1978-05-04|electronic|small
2GPG629|2015-05-21|electronic|small
NUW-5856|1997-06-09|electronic|small
EKX-8171|1988-04-06|electronic|small
MOM-5206|2000-04-15|electronic|small
5NFK889|2012-06-24|electronic|small
KRS-215|1987-07-27|electronic|small
VBA-809|1989-11-07|electronic|small
3ZOO454|2003-11-02|electronic|small
XXL-904|1979-12-02|electronic|small
HJM-554|2005-06-11|electronic|small
5VKH228|1988-10-04|electronic|small
5WRG461|2006-08-02|electronic|small
SEZ-650|2005-11-15|electronic|small
YET-3057|1987-05-02|electronic|small
GYG-984|1986-04-13|electronic|small
BJQ-129|2011-01-23|electronic|small
BXU-7794|1979-07-22|electronic|small
4TGD394|1991-10-24|electronic|small
2QGK164|1984-08-08|electronic|small
IEY-8703|1979-08-17|electronic|small
WVJ-7792|1991-01-29|electronic|small
KOL-1960|1971-04-09|electronic|small
6YYS613|2002-03-18|electronic|small
RLF-568|1996-10-08|electronic|small
FTW-457|1993-10-26|electronic|small
JDG-805|2007-03-15|electronic|small
ZSS-704|1998-04-08|electronic|small
1SWX115|1972-09-28|electronic|small
ZSB-781|1994-05-26|electronic|small
CEY-6876|2005-05-21|electronic|small
7IQC545|1979-06-20|electronic|small
PDY-939|2010-12-13|electronic|small
TZW-394|2011-10-25|electronic|small
RTU-599|2012-12-17|electronic|small
NPB-9114|1990-10-30|electronic|small
9MZL859|1992-12-14|electronic|small
LIQ-292|1993-02-22|electronic|small
CND-817|2001-03-31|electronic|small
JOB-892|2003-01-22|electronic|small
2PRG237|2015-02-11|electronic|small
ERQ-1732|2011-01-14|electronic|small
2UOI575|1992-12-01|electronic|small
DEO-3232|2006-08-07|electronic|small
9NRE384|1981-12-13|electronic|small
YYL-970|1973-05-22|electronic|small
MPG-8040|2011-06-13|electronic|small
VYE-8885|1993-01-06|electronic|small
FIN-8840|1978-07-14|electronic|small
9GFD747|1977-09-12|electronic|small
WOK-2119|1991-03-01|electronic|small
UVJ-613|1976-10-20|electronic|small
ZAZ-538|1982-06-18|electronic|small
BYM-299|1991-09-27|electronic|small
UYN-261|1994-02-13|electronic|small
6HNO324|1989-12-25|electronic|small
6GNZ322|1988-03-01|electronic|small
4EPI781|1985-12-26|electronic|small
4NHE363|2001-11-07|electronic|small
NMA-514|2009-10-06|electronic|small
QDA-184|1988-05-18|electronic|small
YTI-2850|1976-06-27|electronic|small
COO-524|2006-01-18|electronic|small
ETZ-2681|1978-05-24|electronic|small
1NTT754|1997-02-19|electronic|small
IZU-367|1979-09-14|electronic|small
LDI-672|1988-04-28|electronic|small
WJZ-422|2012-10-12|electronic|small
2MQR137|1973-01-02|electronic|small
DBV-162|1978-07-03|electronic|small
DPH-4662|1988-02-24|electronic|small
JBJ-452|1985-12-31|electronic|small
6ORK422|1972-10-31|electronic|small
QPG-0460|2012-08-02|electronic|small
6WZQ994|1993-11-10|electronic|small
VTM-1616|1978-09-30|electronic|small
7YBQ997|2017-11-04|electronic|small
7UBX866|2018-01-02|electronic|small
1VYT879|1991-02-09|electronic|small
DDZ-333|1974-05-22|electronic|small
2UTE844|1984-01-16|electronic|small
AFK-414|2016-08-12|electronic|small
2DYZ228|2014-04-20|electronic|small
TKC-6083|2002-11-17|electronic|small
1LVF454|1993-04-21|electronic|small
JCZ-9729|1991-01-01|electronic|small
EOM-2871|1995-11-26|electronic|small
CON-703|2014-08-10|electronic|small
KXY-102|2012-09-08|electronic|small
8DXV134|2012-05-22|electronic|small
UDD-6653|1978-02-04|electronic|small
TAP-0987|1991-10-21|electronic|small
JPN-0743|1990-03-06|electronic|small
2GZI247|1995-04-21|electronic|small
ZNT-819|1975-08-09|electronic|small
NAT-8860|1999-07-01|electronic|small
TUY-3646|2010-07-15|electronic|small
NDV-398|1994-01-28|electronic|small
KVN-054|1977-02-10|electronic|small
7TQU351|2008-10-15|electronic|small
FJM-3903|2002-12-23|electronic|small
MSZ-9989|2004-03-12|electronic|small
XGD-868|1999-02-28|electronic|small
3YJA185|1978-02-14|electronic|small
WPM-0925|1975-03-10|electronic|small
ZDC-304|2016-07-31|electronic|small
AEE-332|2013-08-31|electronic|small
QGX-074|1973-10-26|electronic|small
TPD-622|1980-11-27|electronic|small
QCZ-0796|1988-03-25|electronic|small
DOD-8775|2012-05-30|electronic|small
1KQX879|1970-07-09|electronic|small
ONZ-745|1989-01-05|electronic|small
1UEB485|1974-04-27|electronic|small
GXD-813|1997-12-27|electronic|small
EHP-6596|1993-07-09|electronic|small
LTH-598|2014-05-04|electronic|small
OMB-2717|1983-03-10|electronic|small
SAY-464|1987-06-06|electronic|small
ARD-6166|2002-08-01|electronic|small
UXB-487|2018-03-29|electronic|small
9OXU411|2013-03-22|electronic|small
5UDU851|2004-02-10|electronic|small
VZH-4491|1989-12-11|electronic|small
ZFD-194|1976-07-27|electronic|small
JZD-1550|2003-04-24|electronic|small
DAT-7786|2009-09-22|electronic|small
UXB-507|1978-07-05|electronic|small
ZSM-622|2007-02-19|electronic|small
OGO-5006|1977-01-24|electronic|small
5YOG171|2001-02-11|electronic|small
9QGX225|2000-12-25|electronic|small
XTW-045|1979-09-01|electronic|small
SDM-2385|1988-12-14|electronic|small
WTC-905|2009-04-24|electronic|small
NZM-634|1971-07-19|electronic|small
AAF-5518|2013-04-20|electronic|small
PXA-9862|2000-01-01|electronic|small
LAX-887|2011-07-29|electronic|small
5IHE138|2006-02-12|electronic|small
CTU-3442|2013-08-18|electronic|small
QXA-899|1974-01-14|electronic|small
3EWP992|1974-03-14|electronic|small
2PIO761|2010-09-26|electronic|small
BNY-154|1971-08-16|electronic|small
4QCJ272|1990-05-09|electronic|small
PWN-3284|1982-04-27|electronic|small
OUE-6592|1984-09-15|electronic|small
UQY-248|2008-12-15|electronic|small
MUS-792|1976-03-28|electronic|small
7VLW476|1993-01-10|electronic|small
IVC-6150|2017-11-29|electronic|small
6OBN297|1975-06-27|electronic|small
9HSS656|2009-01-05|electronic|small
HDS-332|1985-03-05|electronic|small
1ZSP447|1982-04-04|electronic|small
LDD-516|1998-11-15|electronic|small
9AYW952|2008-03-16|electronic|small
2EVU879|1973-02-12|electronic|small
ZSO-229|1996-03-24|electronic|small
LGC-6783|2017-05-14|electronic|small
SGW-573|1989-03-10|electronic|small
HBX-566|2016-02-04|electronic|small
3QCU766|1975-08-11|electronic|small
XQU-872|2005-01-20|electronic|small
WYI-1556|2009-11-04|electronic|small
9PCK239|1973-09-07|electronic|small
TXP-8510|1993-09-28|electronic|small
BNZ-7386|1978-02-12|electronic|small
EMD-019|1981-05-09|electronic|small
EHY-382|1982-08-27|electronic|small
7OGV268|1991-08-13|electronic|small
HBD-7189|1980-11-10|electronic|small
7FSQ556|1980-02-07|electronic|small
PPN-519|1981-10-25|electronic|small
1HUQ996|1994-01-12|electronic|small
7PTR562|1976-01-17|electronic|small
1SVI775|1985-01-03|electronic|small
WSX-0077|2005-08-19|electronic|small
PRT-0150|1990-04-24|electronic|small
5LKZ393|1973-11-26|electronic|small
MZV-659|1990-01-03|electronic|small
ZID-7618|1972-09-18|electronic|small
JZY-7485|2004-12-25|electronic|small
GBL-2375|1977-07-21|electronic|small
ONK-419|2007-02-11|electronic|small
3MTR721|1999-12-13|electronic|small
TDF-7265|2014-10-27|electronic|small
5KES893|1975-09-09|electronic|small
MPG-4489|1990-11-08|electronic|small
9SPF561|2011-09-07|electronic|small
LXT-3368|2015-01-07|electronic|small
5KVD673|1974-01-27|electronic|small
FVK-728|2017-11-20|electronic|small
8YPU341|1980-12-23|electronic|small
7KMZ722|1998-03-27|electronic|small
RWP-657|2006-02-19|electronic|small
SYQ-4490|1975-06-21|electronic|small
PEV-3001|2016-10-07|electronic|small
6YHB414|2001-03-30|electronic|small
AFQ-277|2016-07-06|electronic|small
OAQ-4724|1998-05-23|electronic|small
VBY-1636|1973-01-20|electronic|small
DNO-868|1984-04-28|electronic|small
OCS-354|1992-10-08|electronic|small
FXA-1777|1974-12-22|electronic|small
PYX-1699|1977-02-01|electronic|small
KKM-5694|1979-03-26|electronic|small
MSE-1887|2014-12-28|electronic|small
UWJ-2101|1997-02-15|electronic|small
VOF-6533|2000-04-27|electronic|small
4AYH126|2000-01-17|electronic|small
CIU-578|1977-02-04|electronic|small
XRC-380|2002-12-02|electronic|small
6FKM562|1976-11-29|electronic|small
ZLO-0224|2008-06-19|folk rock|small
GSD-521|1994-09-13|folk rock|small
BDV-476|2006-08-11|folk rock|small
3URI937|1993-04-04|folk rock|small
FQT-045|1975-06-23|folk rock|small
7RAU329|1979-03-13|folk rock|small
HLW-7906|1999-11-28|folk rock|small
1IWK764|1975-04-04|folk rock|small
1YDT362|1996-12-14|folk rock|small
HEE-6119|2009-10-15|folk rock|small
ILK-1932|2001-01-16|folk rock|small
XMV-967|1984-02-25|folk rock|small
3YZA339|2004-12-07|folk rock|small
PQY-703|1986-10-01|folk rock|small
CJT-868|1979-11-30|folk rock|small
7HLU262|1999-06-20|folk rock|small
4ARV557|2013-07-26|folk rock|small
6YDB629|1989-10-13|folk rock|small
GLV-893|1993-10-14|folk rock|small
3HHH995|2010-12-20|folk rock|small
2SOV479|2018-06-16|folk rock|small
KLX-0452|2015-01-19|folk rock|small
SDM-2637|2007-01-18|folk rock|small
ZLU-1483|1973-06-19|folk rock|small
MNS-710|2009-02-03|folk rock|small
NZQ-925|1984-07-23|folk rock|small
AWH-5371|1978-09-16|folk rock|small
BAN-4607|2011-10-19|folk rock|small
TBG-7389|1985-09-15|folk rock|small
ZMN-092|1979-02-23|folk rock|small
6NBL878|2008-01-13|folk rock|small
FXI-770|1985-12-21|folk rock|small
2LOU622|1973-10-29|folk rock|small
IFG-7978|1976-03-17|folk rock|small
6HDS419|1992-07-25|folk rock|small
UTM-262|1977-03-26|folk rock|small
UWN-757|2006-07-12|folk rock|small
IYG-7172|1973-01-24|folk rock|small
JWS-757|1975-01-09|folk rock|small
8PGA611|1997-02-04|folk rock|small
GCW-391|1973-07-03|folk rock|small
PCK-320|1975-05-02|folk rock|small
6WVE665|1985-07-27|folk rock|small
WBI-8513|1975-06-15|folk rock|small
IIT-385|2002-01-17|folk rock|small
TEV-036|2004-12-19|folk rock|small
SRK-7945|1995-02-17|folk rock|small
5VGV964|1970-10-27|folk rock|small
XLI-929|2015-08-18|folk rock|small
DQK-6405|1980-02-29|folk rock|small
UDK-7045|1990-07-04|folk rock|small
FLU-0916|1985-01-10|folk rock|small
XJE-4303|2017-02-03|folk rock|small
UGS-173|1974-07-17|folk rock|small
8JXW686|1980-09-22|folk rock|small
QVK-077|1971-03-29|folk rock|small
PZV-155|1990-06-30|folk rock|small
RAD-2090|2016-06-04|folk rock|small
EWB-1516|1972-06-17|folk rock|small
BZQ-007|1980-07-19|folk rock|small
MCR-402|2011-02-10|folk rock|small
SAU-220|1982-02-20|folk rock|small
YXO-1304|2003-07-02|folk rock|small
2DED312|2005-03-21|folk rock|small
6JUZ476|1996-08-07|folk rock|small
7WCA911|2014-03-27|folk rock|small
WHN-6951|1985-07-09|folk rock|small
3TCO397|1974-01-26|folk rock|small
ISL-5259|1981-04-12|folk rock|small
6JEQ779|1978-12-13|folk rock|small
NEV-769|1988-11-04|folk rock|small
2GDX721|1982-05-10|folk rock|small
AJX-7803|1996-08-14|folk rock|small
TZG-7394|2017-08-19|folk rock|small
RNO-270|1982-05-30|folk rock|small
4CET981|2014-07-11|folk rock|small
6MJR183|2012-09-11|folk rock|small
FUC-9835|1974-08-08|folk rock|small
WWA-6977|1989-11-17|folk rock|small
HWX-270|2006-05-14|folk rock|small
2FCA745|2012-11-18|folk rock|small
8WLT184|1979-10-04|folk rock|small
OZZ-566|2007-03-19|folk rock|small
TWN-496|1989-11-28|folk rock|small
MGK-4156|1981-04-29|folk rock|small
AVN-590|2008-07-13|folk rock|small
XZW-4171|2004-06-09|folk rock|small
1NDS252|2014-08-22|folk rock|small
QKO-8868|2000-11-07|folk rock|small
UKC-521|1970-10-16|folk rock|small
WED-6505|2000-08-03|folk rock|small
NIP-7009|1979-10-19|folk rock|small
LZK-425|1997-04-30|folk rock|small
JXH-2029|1996-08-14|folk rock|small
2BIP366|1997-01-21|folk rock|small
4KIT598|1988-02-17|folk rock|small
7XZM917|1983-01-16|folk rock|small
XHG-721|1986-02-23|folk rock|small
6BPD467|2006-02-24|folk rock|small
1GJR477|1996-05-05|folk rock|small
RVI-4479|1999-08-05|folk rock|small
DUJ-868|1980-08-12|folk rock|small
JQW-405|1973-08-11|folk rock|small
3UTV877|2004-04-09|folk rock|small
XUO-4482|2018-11-04|folk rock|small
ZHL-0801|1973-11-13|folk rock|small
KOR-0827|1978-05-17|folk rock|small
8FED226|2000-12-22|folk rock|small
8PNT835|1978-02-27|folk rock|small
YSG-5047|2003-12-16|folk rock|small
MRQ-448|1989-08-07|folk rock|small
OHW-798|1992-07-17|folk rock|small
HBJ-3505|1982-01-11|folk rock|small
PWB-334|2012-11-05|folk rock|small
ZEM-745|2001-01-02|folk rock|small
6BKE694|1999-12-02|folk rock|small
OBS-9793|1982-10-03|folk rock|small
WCH-948|2002-07-11|folk rock|small
ZEX-6438|1991-01-25|folk rock|small
BZM-4508|1973-02-14|folk rock|small
TSI-5830|2004-07-09|folk rock|small
DGQ-9072|1987-05-14|folk rock|small
QYQ-8603|1985-03-22|folk rock|small
LIX-8251|2005-07-16|folk rock|small
EXN-387|2007-03-06|folk rock|small
FQB-1116|1981-04-29|folk rock|small
9NPB643|1971-03-23|folk rock|small
KAT-929|1982-09-28|folk rock|small
3VLW335|2001-04-28|folk rock|small
AQB-5613|1972-04-06|folk rock|small
OTN-8646|1999-04-09|folk rock|small
BGA-5999|1982-10-07|folk rock|small
3CJG115|1996-04-07|folk rock|small
NAD-519|1981-01-04|folk rock|small
WEL-323|2018-09-14|folk rock|small
4XLY447|2005-04-23|folk rock|small
6WXT791|2007-05-11|folk rock|small
9YUE659|2014-06-02|folk rock|small
SHF-1511|2000-12-01|folk rock|small
9SNS763|2018-02-28|folk rock|small
WGU-2376|1978-01-20|folk rock|small
7IZR537|1995-03-04|folk rock|small
9WVQ392|1970-04-08|folk rock|small
GZL-748|2003-02-08|folk rock|small
BPR-9599|2009-07-23|folk rock|small
4FVS168|2014-11-11|folk rock|small
2HNG777|1972-04-04|folk rock|small
KKY-996|1973-01-27|folk rock|small
MYL-0603|2013-06-20|folk rock|small
5QAY669|1993-01-24|folk rock|small
5CXT753|1973-07-02|folk rock|small
YQY-496|1984-02-22|folk rock|small
MKE-165|1997-12-31|folk rock|small
1TWS747|2006-07-15|folk rock|small
1VVY527|1970-12-01|folk rock|small
1ONG968|1999-08-12|folk rock|small
WJF-885|2004-09-22|folk rock|small
WQE-0131|1977-05-04|folk rock|small
XGM-090|1989-04-11|folk rock|small
6CIB418|2016-12-06|folk rock|small
7HOE397|2010-05-10|folk rock|small
DTB-995|1981-01-09|folk rock|small
FSO-1419|1995-05-19|folk rock|small
WQM-5236|1978-02-09|folk rock|small
CNS-1182|2002-12-24|folk rock|small
YDW-3222|1972-07-28|folk rock|small
JFY-739|2007-05-06|folk rock|small
8LIQ898|1978-08-06|folk rock|small
IEO-398|1990-06-21|folk rock|small
RIG-611|2008-08-27|folk rock|small
1GHS819|1971-03-10|folk rock|small
SJM-253|1998-02-10|folk rock|small
LAQ-1915|1972-03-22|folk rock|small
ZMV-674|1982-05-10|folk rock|small
XPU-335|2009-10-19|folk rock|small
7WXB693|1999-01-12|folk rock|small
TKA-225|1981-03-30|folk rock|small
PLX-9706|1991-05-05|folk rock|small
SVH-817|1995-03-25|folk rock|small
FNL-6755|1987-11-27|folk rock|small
6QAU667|1973-01-31|folk rock|small
BMQ-8011|1982-05-03|folk rock|small
HWB-6358|1973-12-11|folk rock|small
3CRT912|1993-11-11|folk rock|small
HGP-2889|1982-06-15|folk rock|small
1KWN233|2004-03-22|folk rock|small
UXP-257|1993-09-03|folk rock|small
QBQ-451|1992-07-02|folk rock|small
3SXZ747|2007-05-28|folk rock|small
2SMD631|1995-06-19|folk rock|small
QFX-9468|1989-11-01|folk rock|small
YTZ-1439|1972-05-24|folk rock|small
9WVI143|1972-07-10|folk rock|small
LRR-658|1986-11-09|folk rock|small
GIQ-5358|2018-01-28|folk rock|small
GKE-7168|2016-06-16|folk rock|small
SYX-6722|1976-11-26|folk rock|small
WIU-053|1997-05-18|folk rock|small
4WVS614|1971-06-05|folk rock|small
VZU-563|2014-08-02|folk rock|small
1CAZ175|2012-07-04|folk rock|small
BPR-647|2007-05-22|folk rock|small
6AJX657|2018-01-14|folk rock|small
XNP-6076|1985-09-01|folk rock|small
QBL-5065|1998-09-09|folk rock|small
LNN-688|2012-04-05|folk rock|small
LPU-9065|2004-01-09|folk rock|small
2XIE648|1999-05-14|folk rock|small
5AMB366|1980-01-27|folk rock|small
7QJA493|2007-05-10|folk rock|small
9SYJ844|1972-06-18|folk rock|small
PZW-5289|2006-07-31|folk rock|small
MQA-677|2005-10-07|folk rock|small
8SAL299|1976-01-05|folk rock|small
EMK-001|1998-07-01|folk rock|small
PYD-390|1988-09-07|folk rock|small
4XCF335|1995-12-29|folk rock|small
GHX-366|2013-08-08|folk rock|small
9JNT893|1985-06-25|folk rock|small
OPL-0566|2004-10-07|folk rock|small
7EJM891|1975-02-10|folk rock|small
9EXS967|1998-11-01|folk rock|small
6YBD125|2009-02-24|folk rock|small
7RRY676|1983-01-04|folk rock|small
NVM-136|2005-05-07|folk rock|small
4FEQ273|2014-11-18|folk rock|small
TZY-668|2001-10-18|folk rock|small
2QHZ958|1981-03-29|folk rock|small
YTI-7232|2011-01-15|folk rock|small
UOY-0865|1985-04-10|folk rock|small
OGR-9017|1989-01-20|folk rock|small
5YJA758|1983-07-07|folk rock|small
TJC-9528|2007-07-03|folk rock|small
UUG-591|2017-03-21|folk rock|small
7ONV244|1995-10-30|folk rock|small
YIC-323|1994-01-25|folk rock|small
MBM-686|1982-02-02|folk rock|small
7QXC365|1977-10-07|folk rock|small
MDA-0408|2006-09-29|folk rock|small
5GBH924|2015-03-09|folk rock|small
BWI-4804|2006-01-14|folk rock|small
HOR-406|2010-11-21|folk rock|small
4MVJ323|1998-04-25|folk rock|small
3EDO868|2016-04-29|folk rock|small
9PBT572|1984-03-12|folk rock|small
ZNX-471|1996-12-11|folk rock|small
TTN-546|2011-05-08|folk rock|small
AZH-4423|2001-12-01|folk rock|small
1DLH662|2006-02-28|folk rock|small
QEM-4186|1991-09-08|folk rock|small
OME-3718|1992-04-27|folk rock|small
GMS-648|2015-03-26|folk rock|small
WXO-777|1973-09-12|folk rock|small
RVD-254|1988-10-17|folk rock|small
GSC-819|2016-09-11|folk rock|small
9HNM331|1991-09-01|folk rock|small
XVG-3958|2007-01-10|folk rock|small
NRC-4979|2003-01-14|folk rock|small
VQH-2076|1995-05-11|folk rock|small
FKZ-9535|1986-08-29|folk rock|small
OIX-348|1980-02-12|folk rock|small
6VMH589|2005-09-23|folk rock|small
FAQ-825|1977-01-11|folk rock|small
OLU-979|1986-06-03|folk rock|small
XXP-6352|2011-03-02|folk rock|small
4EVQ325|1975-07-23|folk rock|small
DMQ-128|1980-10-12|folk rock|small
PVI-472|1988-03-16|folk rock|small
HSG-609|1997-10-02|folk rock|small
NGP-5792|2003-12-26|folk rock|small
QDH-714|1984-06-08|folk rock|small
VMU-0154|1997-11-15|folk rock|small
XWB-237|1986-02-10|folk rock|small
VJF-727|2001-01-04|folk rock|small
VNG-959|1995-03-25|folk rock|small
BPA-2058|1993-07-24|folk rock|small
DNX-1246|1991-07-08|folk rock|small
7SQY872|2011-05-14|folk rock|small
EDU-832|1998-03-28|folk rock|small
COQ-547|2013-06-09|folk rock|small
QQC-4951|1988-09-14|folk rock|small
1XBX513|2001-03-29|folk rock|small
PUC-095|1994-07-27|folk rock|small
UMM-5920|2001-11-26|folk rock|small
GFN-987|2015-09-08|folk rock|small
XCW-5687|1974-08-09|folk rock|small
YKM-4125|2017-03-28|folk rock|small
KDH-520|2015-06-11|folk rock|small
YWJ-976|2010-10-12|folk rock|small
8UKU848|1976-10-14|folk rock|small
8YYI636|1998-02-26|folk rock|small
AXH-851|1986-09-04|folk rock|small
8LWZ645|2016-05-02|folk rock|small
LHD-217|2008-01-02|folk rock|small
5SOO791|1980-12-28|folk rock|small
DPX-190|1985-06-15|folk rock|small
CVM-6265|1974-08-06|folk rock|small
3JFK281|1983-02-07|folk rock|small
JUU-5975|2018-07-26|folk rock|small
MAL-5316|2011-11-13|folk rock|small
PNB-020|2008-12-28|folk rock|small
JUX-381|1993-02-11|folk rock|small
9KKY269|1999-08-03|folk rock|small
XFQ-698|1975-01-22|folk rock|small
